internal_id	customer_label	rawseqs(R1+R2)	trimmed_seqs(R1+R2)	dada2_infered	chimera_seqs	chimera_free_seqs	unique_seqs	seqs(after_size_filtration)	final_unique_seqs
zr24558_235V3V4	73A.S1.0H	120480	120480	57703	13683	44020	219	43691	128
zr24558_236V3V4	73A.S2.0H	160340	160338	77199	18501	58698	226	58327	142
zr24558_237V3V4	73A.NC.0H	140422	140422	67411	16756	50655	221	50257	130
zr24558_238V3V4	66B.R1.0H	114640	114636	54791	12342	42449	197	42104	120
zr24558_239V3V4	66B.R2.0H	150722	150716	71572	15899	55673	258	55212	152
zr24558_240V3V4	66B.S1.0H	143886	143886	68190	15534	52656	261	52177	147
zr24558_241V3V4	66B.NC.0H	188800	188800	90121	20397	69724	302	69233	183
zr24558_242V3V4	66B.S2.0H	135662	135660	64592	13855	50737	266	50272	149
zr24558_243V3V4	41B.R1.0H	158298	158294	75179	20990	54189	307	53670	180
zr24558_244V3V4	41B.R2.0H	42116	42116	9191	0	9191	3	9191	3
zr24558_245V3V4	41B.S1.0H	113950	113948	55838	9747	46091	122	45908	78
zr24558_246V3V4	41B.S2.0H	162648	162642	78805	19615	59190	231	58836	139
zr24558_247V3V4	41B.NC.0H	152264	152264	74830	12992	61838	143	61578	85
zr24558_248V3V4	84B.R1.0H	125776	125776	61586	10545	51041	129	50834	80
zr24558_249V3V4	84B.R2.0H	197294	197292	96075	24170	71905	170	71701	111
zr24558_250V3V4	84B.S1.0H	158410	158408	77227	21391	55836	145	55591	83
zr24558_251V3V4	84B.S2.0H	148420	148418	72458	18925	53533	142	53329	90
zr24558_252V3V4	84B.NC.0H	104172	104172	50737	12494	38243	119	38071	74
zr24558_253V3V4	50B.R1.0H	105432	105430	50887	13649	37238	113	37042	72
zr24558_254V3V4	50B.R2.0H	154444	154442	73846	14086	59760	267	59373	165
zr24558_255V3V4	50B.S1.0H	79022	79020	37379	6923	30456	208	30165	138
zr24558_256V3V4	50B.S2.0H	108718	108718	51652	10000	41652	247	41277	156
zr24558_257V3V4	50B.NC.0H	201410	201406	96642	19617	77025	291	76614	179
zr24558_258V3V4	161B.R2.0H	134952	134952	64306	12225	52081	259	51690	160
zr24558_259V3V4	161B.R1.0H	129168	129168	61929	14841	47088	222	46707	127
zr24558_260V3V4	161B.S1.0H	119864	119864	57411	13868	43543	213	43129	122
zr24558_261V3V4	161B.S2.0H	127678	127678	61286	15059	46227	216	45910	131
zr24558_262V3V4	161B.NC.0H	112830	112830	53704	13767	39937	199	39573	113
zr24558_263V3V4	21A.R1.0H	130318	130312	62478	15473	47005	223	46601	130
zr24558_264V3V4	21A.R2.0H	100982	100980	48457	13435	35022	163	34775	100
zr24558_265V3V4	21A.S1.0H	130264	130260	63115	15159	47956	158	47652	92
zr24558_266V3V4	21A.S2.0H	163128	163124	78799	6819	71980	344	71710	254
zr24558_267V3V4	21A.NC.0H	145696	145694	70112	17275	52837	232	52458	130
zr24558_268V3V4	66A.R1.0H	156184	156184	74863	19199	55664	247	55249	144
zr24558_269V3V4	66A.R2.0H	101424	101422	48279	11681	36598	187	36256	116
zr24558_270V3V4	66A.S1.0H	154292	154292	73967	19906	54061	234	53678	134
zr24558_271V3V4	66A.S2.0H	138628	138624	65949	19216	46733	302	46232	172
zr24558_272V3V4	66A.NC.0H	148142	148140	70959	22988	47971	236	47559	124
zr24558_273V3V4	84A.R1.0H	171894	171894	82658	19959	62699	195	62425	130
zr24558_274V3V4	84A.R2.0H	184584	184584	89172	19308	69864	201	69568	115
zr24558_275V3V4	84A.S1.0H	133534	133534	64212	16150	48062	188	47796	115
zr24558_276V3V4	84A.S2.0H	118604	118604	57099	12147	44952	153	44743	100
zr24558_278V3V4	123A.R1.0H	112526	112526	54203	10854	43349	163	43132	106
zr24558_279V3V4	123A.R2.0H	215336	215334	104199	26180	78019	246	77651	138
zr24558_280V3V4	123A.S1.0H	151158	151158	73103	12546	60557	210	60261	130
zr24558_281V3V4	123A.S2.0H	167122	167120	81028	13255	67773	211	67518	140
zr24558_282V3V4	123A.NC.0H	150342	150342	72398	14051	58347	193	58058	126
zr24558_283V3V4	239B.R1.0H	31476	31476	10774	0	10774	3	10774	3
zr24558_284V3V4	239B.R2.0H	168138	168136	82086	24073	58013	149	57811	91
zr24558_285V3V4	239B.S1.0H	125966	125966	61253	16259	44994	127	44876	88
zr24558_286V3V4	239B.S2.0H	131904	131898	64356	17367	46989	133	46844	84
zr24558_287V3V4	239B.NC.0H	168538	168530	81859	19030	62829	183	62517	104
zr24558_288V3V4	21B.R1.0H	16622	16622	1663	5	1658	66	1499	30
zr24558_289V3V4	21B.R2.0H	157924	157924	76203	17491	58712	190	58492	116
zr24558_290V3V4	21B.S1.0H	142366	142364	68871	15385	53486	186	53218	113
zr24558_291V3V4	21B.S2.0H	154018	154018	74299	16823	57476	189	57229	114
zr24558_292V3V4	21B.NC.0H	187942	187938	90995	20842	70153	200	69856	123
zr24558_293V3V4	92B.R1.0H	146076	146076	70443	14435	56008	187	55731	114
zr24558_294V3V4	92B.R2.0H	160722	160718	77753	16407	61346	183	61080	114
zr24558_295V3V4	92B.S1.0H	155524	155524	75109	16036	59073	184	58831	116
zr24558_296V3V4	92B.S2.0H	134274	134272	64417	15011	49406	179	49134	105
zr24558_297V3V4	92B.NC.0H	126994	126994	60887	13562	47325	169	47083	109
zr24558_298V3V4	176B.R1.0H	136270	136266	65738	13508	52230	168	51980	102
zr24558_299V3V4	176B.R2.0H	174370	174368	84525	17665	66860	199	66576	113
zr24558_300V3V4	176B.S1.0H	132080	132076	63955	11959	51996	153	51797	106
