#taxa	84B.R1.48H	84B.R2.48H	84B.S1.48H	84B.S2.48H	84B.NC.48H	73B.R1.48H	73B.R2.48H	73B.S1.48H	73B.S2.48H	73B.NC..48H	66A.R1.48H	66A.R2.48H	66A.S1.48H	66A.S2.48H	66A.NC.48H	67A.R2.48H	67A.S1.48H	67A.S2.48H	67A.NC.48H	92A.R1.48H	92A.R2.48H	92A.S1.48H	92A.S2.48H	92A.NC.48H	92B.R1.48H	92B.R2.48H	92B.S1.48H	92B.S2.48H	92B.NC.48H	66B.R1.48H	66B.R2.48H	66B.S1.48H	66B.S2.48H	66B.NC.48H	116A.R1.48H	116A.R2.48H	116A.S1.48H	116A.S2.48H	116A.NC.48H	176A.R1.48H	176A.R2.48H	176A.S1.48H	176A.S2.48H	176A.NC.48H	84A.R1.48H	84A.R2.48H	84A.S1.48H	84A.S2.48H	84A.NC.48H	73A.R1.48H	73A.R2.48H	73A.S1.48H	73A.S2.48H	73A.NC.48H	67B.R1.48H	67B.R2.48H	67B.S1.48H	67B.S2.48H	67B.NC.48H	176B.R1.48H	176B.R2.48H	176B.S1.48H	176B.S2.48H	176B.NC.48H	161A.R1.0H	161A.R2.0H	161A.S1.0H	161A.S2.0H	116A.R1.0H	116A.R2.0H	116A.S1.0H	116A.S2.0H	67A.R1.0H	67A.R2.0H	67A.S1.0H	67A.S2.0H	73B.R1.0H	73B.R2.0H	73B.S1.0H	73B.S2.0H	67B.NC.0H	92A.NC.0H	176A.NC.0H	73A.NC.0H	67B.R1.0H	67B.R2.0H	67B.S1.0H	67B.S2.0H	92A.R1.0H	92A.R2.0H	92A.S1.0H	92A.S2.0H	176A.R1.0H	176A.R2.0H	176A.S1.0H	176A.S2.0H	73A.R1.0H	73A.R2.0H	73A.S1.0H	73A.S2.0H	66B.R1.0H	66B.R2.0H	66B.S1.0H	66B.S2.0H	84B.R1.0H	84B.R2.0H	84B.S1.0H	84B.S2.0H	84B.NC.0H	66A.NC.0H	92B.NC.0H	66A.R1.0H	66A.R2.0H	66A.S1.0H	66A.S2.0H	84A.R1.0H	84A.R2.0H	84A.S1.0H	84A.S2.0H	92B.R1.0H	92B.R2.0H	92B.S1.0H	92B.S2.0H	176B.R1.0H	176B.R2.0H	176B.S1.0H	161A.NC.0H	116A.NC.0H	67A.NC.0H	73.NC.0H
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	13	0	0	23	0	0	0	0	0	0	0	0	26	0	0	494	0	0	52	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	90	256	0	0	19	0	0	0	0	0	16	66	0	66	0	228	139	191	0	0	0	0	0	95	89	76	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	95	282	130	51	106	681	0	1082	0	424	595	0	0	274	0	12	33	51	0	317	0	211	0	632	399	0	0	303	288	180	0	350	0	192	72	139	93	20	634	58	0	78	14	91	152	76	102	56	175	212	68	303	0	352	226	0	245	184	334	205	0	174	55	141	0	0	0	0	15	30	31	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	59	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__NA;f__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	30	28	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family XI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	0	69	344	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	51	36	34	42	25	22	27	38	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	0	18	69	109	110	48	11	11	11	13	707	661	501	292	22	0	26	190	232	14	28	27	41	0	0	0	0	15	39	0	393	163	181	239	202	99	89	112	16	0	36	25	15	133	122	26	157	216	54	178	201	110	114	130	124	85	75	117	106	103	0	165	11	741
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	183	190	209	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	2318	13917	10311	1548	9308	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	4450	1296	1325	5764	9376	1678	1680	7450	2121	9067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	11	0	0	0	0	0	0	0	0	0	86	23	133	58	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	244	139	117	183	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	30	83	82	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	0	0	0	0	0	0	0	575	657	569	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0	0	0	0	0	0	478	0	14	66	0	0	0	0	0	0	0	0	0	0	2517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	13	0	0	0	1164	2906	3386	4515	4508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	41	0	0	29	50	35	65	0	0	0	0	35	93	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0	49	12	0	13	528	532	499	212	21	151	16	108	210	3440	0	0	0	0	1335	496	593	154	1483	473	399	332	495	317	119	73	90	465	65	17	0	15	12	83	73	41	78	78	115	134	37	38	17	37	274	159	214	29	369	54	24	32	33	858	1220	22	734	44	1100	23	46	26	39	27	31	43	52	23	14	16	31	1995	1220	1615	1522	789	64	1016	429	830	1119	1400	1139	1625	44	48	38	58	817	1688	399	183	328	347	520	345	59	93	73	330	414	668	826	545	314	1250	1305	524	689	257	886	2137	1333	1375	1629	2031	1871	1396	1076	1432	922	26	59	26	580
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	50	228	252	0	144	79	26	0	0	97	308	0	0	181	151	0	13	45	0	274	13	68	0	198	402	13	0	245	278	72	0	301	0	202	298	155	153	50	1029	55	0	27	0	78	110	12	65	0	130	48	26	134	16	67	94	0	17	31	114	81	0	11	0	42	99	94	64	76	521	537	700	639	108	86	118	142	295	175	261	188	0	316	184	253	0	0	19	0	15	258	208	208	274	138	388	69	999	141	193	241	176	633	618	454	110	79	98	112	70	88	62	274	109	147	64	183	106	31	60	70	93	73	55	86	108	79	70	701	77	136
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	12142	10739	11878	13618	8437	13298	39106	13236	15141	14242	16181	10652	9655	8118	10649	3970	5917	10915	4242	3481	718	418	376	1556	5367	1892	2454	6629	7989	5959	4663	3803	5752	4636	1159	324	833	855	685	65	0	0	0	979	15645	16258	14403	13377	14613	9003	12494	9341	13478	13703	40	0	0	0	1803	159	48	66	0	730	55	60	40	68	0	0	0	0	829	796	871	1007	258	353	269	419	43	465	977	404	0	58	65	74	132	324	329	459	298	1361	1420	499	969	390	332	560	357	0	0	0	50	342	353	421	337	0	161	366	0	0	0	0	354	231	179	233	288	250	173	255	288	196	64	0	633	343
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Defluviitaleaceae	0	13	13	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	11	12	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	18	28	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	17	246	120	0	105	0	0	0	0	0	13	0	16	14	283	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	90	256	66	413	17	29	84	13	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	40	46	30	40	0	0	0	172	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI	38	1592	1762	0	1249	61	0	0	0	27	0	0	0	0	0	0	0	27	0	30	0	0	0	0	159	0	0	100	193	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	783	15	645	84	1364	162	0	102	14	268	41	0	17	29	67	16	0	0	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	11	0	0	0	0	38	17	13	65	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII	12	167	332	11	329	0	0	0	0	0	26	0	0	0	392	48	83	242	21	82	11	12	0	21	0	13	11	14	11	0	0	32	0	0	38	39	0	14	136	92	0	30	0	118	249	16	58	0	75	0	0	0	0	0	412	0	75	195	219	407	0	260	0	606	778	797	876	516	79	116	110	113	275	245	370	366	128	70	94	51	38	136	65	109	58	33	79	65	83	121	110	90	114	78	169	44	542	81	91	108	91	159	101	112	41	0	0	0	0	369	63	125	292	345	274	450	75	40	57	65	61	61	45	57	100	76	589	104	275	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	7668	15644	8624	8120	7339	14221	1550	14299	8022	6062	11949	749	13935	7757	12402	7926	6557	3194	10438	8768	3913	7979	3803	10155	8046	3262	2626	9809	7042	2385	517	6345	330	5540	8347	4966	5132	2353	13366	9675	3303	14403	7526	9340	9877	11931	8883	13847	8464	7658	11106	15241	13349	11394	11803	3343	6401	6175	19863	15671	233	26099	6376	14991	12064	13810	10626	11849	20656	22690	27399	20751	12802	10855	14134	13626	47050	35619	42738	38142	24969	9134	19872	32934	23022	26944	36329	34320	38476	8185	7492	9325	8138	22216	31662	14805	24582	32233	28915	38403	27928	28366	27150	27055	26305	60343	42469	40083	28578	36380	20561	39326	24906	38359	39976	43285	29696	22212	19404	24397	27099	25605	21746	20456	25911	20627	11866	27121	9722	44889
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA	0	811	809	0	611	0	19	0	0	12	27	14	13	0	0	384	602	659	251	0	0	0	0	0	0	0	0	0	0	25	30	19	23	20	69	83	46	46	183	0	0	0	0	0	825	11	603	0	1909	0	0	0	0	0	13	14	27	29	123	13	0	0	0	0	3042	3845	2554	3477	81	88	113	49	1714	1567	1912	1985	0	0	0	0	0	21	59	34	0	0	0	0	0	17	11	25	0	67	71	21	43	13	31	33	45	75	64	63	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3201	85	1314	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0	13	11	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	50	0	40	0	51	0	0	41	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	359	0	0	0	0	0	14	12	11	19	0	0	0	108	304	394	484	298	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	722	7709	6357	360	3050	1032	685	1247	511	6027	26435	14396	14929	17728	12960	2292	4075	5418	1491	6824	2790	3257	1177	6068	5249	2056	2012	4888	5031	2753	1115	3903	1691	3235	1209	1331	690	737	3236	238	75	129	73	956	16448	8798	12229	5298	14396	25164	22525	22994	9750	18936	542	0	11	186	2768	3702	74	1499	74	6074	14819	17890	12407	15901	956	1197	1597	834	5982	5299	6712	6769	1904	1999	1864	2153	11866	3042	6621	345	0	9170	17805	15480	20609	2411	2473	2889	2285	6887	9921	3580	6451	330	313	446	321	1199	1711	1214	479	1167	1304	1349	1228	303	2205	1351	275	384	238	401	3909	2522	2220	2997	3677	3248	2656	2305	3222	2121	14791	1255	4664	1249
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	939	5256	3171	171	2429	4958	780	6431	2660	9319	5295	370	3538	4938	4634	1480	1411	2028	1487	8902	3885	8947	3016	13130	5886	1753	1786	6110	3662	1953	587	5997	766	3353	10412	4722	7992	8410	12034	2003	328	2254	1458	2992	1869	1604	1247	539	1945	2051	2830	3861	2336	3255	5800	4685	4159	4016	8934	8901	116	5670	801	6545	2333	2739	2218	2207	9618	10755	13854	12144	929	882	1141	973	3340	2073	2679	1955	990	575	5664	6647	3241	988	1414	1440	1538	513	418	477	509	6107	9491	2732	3849	6242	5843	7657	5346	14300	13371	12633	1764	4210	4715	4551	3118	2314	5699	5548	2220	3120	1744	3955	9365	5937	6318	6982	7811	7471	6041	5679	8164	6195	2132	14578	789	4509
