feature,metadata,value,maaslin_coef,maaslin_q,maaslin_joint_q,key,parameter,aldex_est,aldex_q,s_var,key_guess
Bifidobacterium,carbohydrate,SDC:timepoint48H,3.276407949966832,0.07453893945839182,0.08483796037425158,Bifidobacterium||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,4.316423836297224,0.22046229369499945,0.25,Bifidobacterium||carbohydrateRDC:timepoint48H
Bifidobacterium,carbohydrate,SDC:timepoint48H,3.276407949966832,0.07453893945839182,0.08483796037425158,Bifidobacterium||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,3.2602644794924425,0.6841605453394017,0.25,Bifidobacterium||carbohydrateSDC:timepoint48H
Paenibacillus,timepoint,48H,2.8427980428410775,0.0891248783704603,0.01166538647309463,Paenibacillus||timepoint||48H,timepoint48H,-3.5972692495310303,0.5482822017060631,0.25,Paenibacillus||timepoint48H
Paenibacillus,timepoint,48H,2.8427980428410775,0.0891248783704603,0.01166538647309463,Paenibacillus||timepoint||48H,carbohydrateRDC:timepoint48H,2.1962151056607135,0.5530753031448552,0.25,Paenibacillus||carbohydrateRDC:timepoint48H
Paenibacillus,timepoint,48H,2.8427980428410775,0.0891248783704603,0.01166538647309463,Paenibacillus||timepoint||48H,carbohydrateSDC:timepoint48H,1.7427696009148106,0.902329965449975,0.25,Paenibacillus||carbohydrateSDC:timepoint48H
Terrisporobacter,obesity_group,obesity,-1.7111599303123417,0.12102821199038534,0.12534074753176389,Terrisporobacter||obesity_group||obesity,obesity_groupobesity,-3.5876865962945628,0.25971388350978125,0.25,Terrisporobacter||obesity_groupobesity
Fusicatenibacter,carbohydrate,SDC:timepoint48H,3.776598994136799,0.12493994496465824,0.12948065064404163,Fusicatenibacter||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-0.8008326632397791,0.7604676489930458,0.25,Fusicatenibacter||carbohydrateRDC
Fusicatenibacter,carbohydrate,SDC:timepoint48H,3.776598994136799,0.12493994496465824,0.12948065064404163,Fusicatenibacter||carbohydrate||SDC:timepoint48H,carbohydrateSDC,0.4656494969216269,1,0.25,Fusicatenibacter||carbohydrateSDC
Fusicatenibacter,carbohydrate,SDC:timepoint48H,3.776598994136799,0.12493994496465824,0.12948065064404163,Fusicatenibacter||carbohydrate||SDC:timepoint48H,timepoint48H,-2.3713319577910315,0.8182681969127906,0.25,Fusicatenibacter||timepoint48H
Fusicatenibacter,carbohydrate,SDC:timepoint48H,3.776598994136799,0.12493994496465824,0.12948065064404163,Fusicatenibacter||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,2.6563677267805574,0.4617535577374844,0.25,Fusicatenibacter||carbohydrateRDC:timepoint48H
Fusicatenibacter,carbohydrate,SDC:timepoint48H,3.776598994136799,0.12493994496465824,0.12948065064404163,Fusicatenibacter||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,4.30843911795709,0.5812375885148636,0.25,Fusicatenibacter||carbohydrateSDC:timepoint48H
Bifidobacterium,carbohydrate,RDC:timepoint48H,3.0155901908511544,0.12919080573337732,0.13465271566056938,Bifidobacterium||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.1656085072826874,0.7064618251521337,0.25,Bifidobacterium||carbohydrateRDC
Bifidobacterium,carbohydrate,RDC:timepoint48H,3.0155901908511544,0.12919080573337732,0.13465271566056938,Bifidobacterium||carbohydrate||RDC:timepoint48H,carbohydrateSDC,0.1330734720974961,1,0.25,Bifidobacterium||carbohydrateSDC
Bifidobacterium,carbohydrate,RDC:timepoint48H,3.0155901908511544,0.12919080573337732,0.13465271566056938,Bifidobacterium||carbohydrate||RDC:timepoint48H,timepoint48H,0.26836987607150836,0.9991158330782032,0.25,Bifidobacterium||timepoint48H
Bifidobacterium,carbohydrate,RDC:timepoint48H,3.0155901908511544,0.12919080573337732,0.13465271566056938,Bifidobacterium||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,4.316423836297224,0.22046229369499945,0.25,Bifidobacterium||carbohydrateRDC:timepoint48H
Bifidobacterium,carbohydrate,RDC:timepoint48H,3.0155901908511544,0.12919080573337732,0.13465271566056938,Bifidobacterium||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,3.2602644794924425,0.6841605453394017,0.25,Bifidobacterium||carbohydrateSDC:timepoint48H
Lachnoclostridium,timepoint,48H,2.68765676278415,0.12919080573337732,0.1394013270289033,Lachnoclostridium||timepoint||48H,timepoint48H,2.645337631136192,0.19105077001265663,0.25,Lachnoclostridium||timepoint48H
Lachnoclostridium,timepoint,48H,2.68765676278415,0.12919080573337732,0.1394013270289033,Lachnoclostridium||timepoint||48H,carbohydrateRDC:timepoint48H,0.43554984881100506,0.8889295682318676,0.25,Lachnoclostridium||carbohydrateRDC:timepoint48H
Lachnoclostridium,timepoint,48H,2.68765676278415,0.12919080573337732,0.1394013270289033,Lachnoclostridium||timepoint||48H,carbohydrateSDC:timepoint48H,-0.1570195482648399,0.9991022691597377,0.25,Lachnoclostridium||carbohydrateSDC:timepoint48H
Turicibacter,carbohydrate,SDC:timepoint48H,3.3764061601880244,0.13891039291774174,0.14983675946303948,Turicibacter||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.4977693485192427,0.7097485238466421,0.25,Turicibacter||carbohydrateRDC
Turicibacter,carbohydrate,SDC:timepoint48H,3.3764061601880244,0.13891039291774174,0.14983675946303948,Turicibacter||carbohydrate||SDC:timepoint48H,carbohydrateSDC,-0.34746369691449364,1,0.25,Turicibacter||carbohydrateSDC
Turicibacter,carbohydrate,SDC:timepoint48H,3.3764061601880244,0.13891039291774174,0.14983675946303948,Turicibacter||carbohydrate||SDC:timepoint48H,timepoint48H,0.00146750045501066,0.997665305152928,0.25,Turicibacter||timepoint48H
Turicibacter,carbohydrate,SDC:timepoint48H,3.3764061601880244,0.13891039291774174,0.14983675946303948,Turicibacter||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,2.776835618289368,0.45785440340536776,0.25,Turicibacter||carbohydrateRDC:timepoint48H
Turicibacter,carbohydrate,SDC:timepoint48H,3.3764061601880244,0.13891039291774174,0.14983675946303948,Turicibacter||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.715152572405218,0.895166603958311,0.25,Turicibacter||carbohydrateSDC:timepoint48H
Escherichia,timepoint,48H,4.353042902984831,0.1956847311210567,0.00120335854817557,Escherichia||timepoint||48H,timepoint48H,11.817822766700338,2.61061922658216e-10,0.25,Escherichia||timepoint48H
Escherichia,timepoint,48H,4.353042902984831,0.1956847311210567,0.00120335854817557,Escherichia||timepoint||48H,carbohydrateRDC:timepoint48H,2.6329091589177276,0.4951891627676879,0.25,Escherichia||carbohydrateRDC:timepoint48H
Escherichia,timepoint,48H,4.353042902984831,0.1956847311210567,0.00120335854817557,Escherichia||timepoint||48H,carbohydrateSDC:timepoint48H,1.7690346579847502,0.8885028307381596,0.25,Escherichia||carbohydrateSDC:timepoint48H
Intestinibacter,timepoint,48H,2.5203259511572793,0.21578102522043596,0.24687834146417656,Intestinibacter||timepoint||48H,timepoint48H,2.2807168162025393,0.39533891425001205,0.25,Intestinibacter||timepoint48H
Intestinibacter,timepoint,48H,2.5203259511572793,0.21578102522043596,0.24687834146417656,Intestinibacter||timepoint||48H,carbohydrateRDC:timepoint48H,1.8625239941782643,0.558501614453007,0.25,Intestinibacter||carbohydrateRDC:timepoint48H
Intestinibacter,timepoint,48H,2.5203259511572793,0.21578102522043596,0.24687834146417656,Intestinibacter||timepoint||48H,carbohydrateSDC:timepoint48H,0.4889399247102847,0.9634454000464978,0.25,Intestinibacter||carbohydrateSDC:timepoint48H
Roseburia,timepoint,48H,2.4816060827166173,0.24046912904985715,0.27007281572886527,Roseburia||timepoint||48H,timepoint48H,1.7464600314298329,0.6749679522544921,0.25,Roseburia||timepoint48H
Roseburia,timepoint,48H,2.4816060827166173,0.24046912904985715,0.27007281572886527,Roseburia||timepoint||48H,carbohydrateRDC:timepoint48H,2.3695336673826843,0.5236782532680999,0.25,Roseburia||carbohydrateRDC:timepoint48H
Roseburia,timepoint,48H,2.4816060827166173,0.24046912904985715,0.27007281572886527,Roseburia||timepoint||48H,carbohydrateSDC:timepoint48H,0.3734791371158808,0.9659639286522944,0.25,Roseburia||carbohydrateSDC:timepoint48H
Parabacteroides,timepoint,48H,5.48385740368631,0.2412022043101733,3.2714522387865074e-5,Parabacteroides||timepoint||48H,timepoint48H,12.56756271872181,9.657723116599884e-12,0.25,Parabacteroides||timepoint48H
Parabacteroides,timepoint,48H,5.48385740368631,0.2412022043101733,3.2714522387865074e-5,Parabacteroides||timepoint||48H,carbohydrateRDC:timepoint48H,0.3363710306242139,0.8741243747339781,0.25,Parabacteroides||carbohydrateRDC:timepoint48H
Parabacteroides,timepoint,48H,5.48385740368631,0.2412022043101733,3.2714522387865074e-5,Parabacteroides||timepoint||48H,carbohydrateSDC:timepoint48H,1.0566976511297814,0.9354729298520528,0.25,Parabacteroides||carbohydrateSDC:timepoint48H
Gordonibacter,timepoint,48H,2.1604395078353025,0.2550857161416294,0.28964501697685874,Gordonibacter||timepoint||48H,timepoint48H,0.764813938251037,0.9201531783786882,0.25,Gordonibacter||timepoint48H
Gordonibacter,timepoint,48H,2.1604395078353025,0.2550857161416294,0.28964501697685874,Gordonibacter||timepoint||48H,carbohydrateRDC:timepoint48H,2.06028935488853,0.5531527353819774,0.25,Gordonibacter||carbohydrateRDC:timepoint48H
Gordonibacter,timepoint,48H,2.1604395078353025,0.2550857161416294,0.28964501697685874,Gordonibacter||timepoint||48H,carbohydrateSDC:timepoint48H,2.053750484045855,0.8764448901896287,0.25,Gordonibacter||carbohydrateSDC:timepoint48H
f__Ruminococcaceae,timepoint,48H,2.0110227902607427,0.26072542924805586,0.29570448924234316,f__Ruminococcaceae||timepoint||48H,timepoint48H,1.8722250090311263,0.45210850544925374,0.25,f__Ruminococcaceae||timepoint48H
f__Ruminococcaceae,timepoint,48H,2.0110227902607427,0.26072542924805586,0.29570448924234316,f__Ruminococcaceae||timepoint||48H,carbohydrateRDC:timepoint48H,0.4745415913567904,0.8811835102153893,0.25,f__Ruminococcaceae||carbohydrateRDC:timepoint48H
f__Ruminococcaceae,timepoint,48H,2.0110227902607427,0.26072542924805586,0.29570448924234316,f__Ruminococcaceae||timepoint||48H,carbohydrateSDC:timepoint48H,-0.0581296106802353,0.9989899091444538,0.25,f__Ruminococcaceae||carbohydrateSDC:timepoint48H
Dorea,carbohydrate,SDC:timepoint48H,2.3757329995399923,0.30643221862699993,0.345956856548648,Dorea||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.4509986427343262,0.7064618251521337,0.25,Dorea||carbohydrateRDC
Dorea,carbohydrate,SDC:timepoint48H,2.3757329995399923,0.30643221862699993,0.345956856548648,Dorea||carbohydrate||SDC:timepoint48H,carbohydrateSDC,0.00782676549188774,1,0.25,Dorea||carbohydrateSDC
Dorea,carbohydrate,SDC:timepoint48H,2.3757329995399923,0.30643221862699993,0.345956856548648,Dorea||carbohydrate||SDC:timepoint48H,timepoint48H,-1.723312225546493,0.963319121714049,0.25,Dorea||timepoint48H
Dorea,carbohydrate,SDC:timepoint48H,2.3757329995399923,0.30643221862699993,0.345956856548648,Dorea||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,2.9418636462937378,0.4405240049858738,0.25,Dorea||carbohydrateRDC:timepoint48H
Dorea,carbohydrate,SDC:timepoint48H,2.3757329995399923,0.30643221862699993,0.345956856548648,Dorea||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.4621106924372826,0.8973515722021589,0.25,Dorea||carbohydrateSDC:timepoint48H
Turicibacter,carbohydrate,RDC:timepoint48H,2.8191386816438233,0.3128740633762838,0.3605971398381945,Turicibacter||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.4977693485192427,0.7097485238466421,0.25,Turicibacter||carbohydrateRDC
Turicibacter,carbohydrate,RDC:timepoint48H,2.8191386816438233,0.3128740633762838,0.3605971398381945,Turicibacter||carbohydrate||RDC:timepoint48H,carbohydrateSDC,-0.34746369691449364,1,0.25,Turicibacter||carbohydrateSDC
Turicibacter,carbohydrate,RDC:timepoint48H,2.8191386816438233,0.3128740633762838,0.3605971398381945,Turicibacter||carbohydrate||RDC:timepoint48H,timepoint48H,0.00146750045501066,0.997665305152928,0.25,Turicibacter||timepoint48H
Turicibacter,carbohydrate,RDC:timepoint48H,2.8191386816438233,0.3128740633762838,0.3605971398381945,Turicibacter||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,2.776835618289368,0.45785440340536776,0.25,Turicibacter||carbohydrateRDC:timepoint48H
Turicibacter,carbohydrate,RDC:timepoint48H,2.8191386816438233,0.3128740633762838,0.3605971398381945,Turicibacter||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,1.715152572405218,0.895166603958311,0.25,Turicibacter||carbohydrateSDC:timepoint48H
f__Coriobacteriaceae,carbohydrate,SDC:timepoint48H,4.248601065671028,0.3142000580587448,0.36169875988379024,f__Coriobacteriaceae||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-0.2714070012987587,0.8872201753753803,0.25,f__Coriobacteriaceae||carbohydrateRDC
f__Coriobacteriaceae,carbohydrate,SDC:timepoint48H,4.248601065671028,0.3142000580587448,0.36169875988379024,f__Coriobacteriaceae||carbohydrate||SDC:timepoint48H,carbohydrateSDC,0.4415338619104648,1,0.25,f__Coriobacteriaceae||carbohydrateSDC
f__Coriobacteriaceae,carbohydrate,SDC:timepoint48H,4.248601065671028,0.3142000580587448,0.36169875988379024,f__Coriobacteriaceae||carbohydrate||SDC:timepoint48H,timepoint48H,0.2216537699369777,0.9734389406128756,0.25,f__Coriobacteriaceae||timepoint48H
f__Coriobacteriaceae,carbohydrate,SDC:timepoint48H,4.248601065671028,0.3142000580587448,0.36169875988379024,f__Coriobacteriaceae||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,1.6207565620884663,0.630505744829326,0.25,f__Coriobacteriaceae||carbohydrateRDC:timepoint48H
f__Coriobacteriaceae,carbohydrate,SDC:timepoint48H,4.248601065671028,0.3142000580587448,0.36169875988379024,f__Coriobacteriaceae||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.2522262935231283,0.9205361321266584,0.25,f__Coriobacteriaceae||carbohydrateSDC:timepoint48H
Dialister,carbohydrate,RDC:timepoint48H,4.383413658685289,0.35650398250284904,0.41197256800611654,Dialister||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.4696554665252022,0.7279777558029578,0.25,Dialister||carbohydrateRDC
Dialister,carbohydrate,RDC:timepoint48H,4.383413658685289,0.35650398250284904,0.41197256800611654,Dialister||carbohydrate||RDC:timepoint48H,carbohydrateSDC,-0.2612795613303336,1,0.25,Dialister||carbohydrateSDC
Dialister,carbohydrate,RDC:timepoint48H,4.383413658685289,0.35650398250284904,0.41197256800611654,Dialister||carbohydrate||RDC:timepoint48H,timepoint48H,0.42305211262848447,0.9658408087469884,0.25,Dialister||timepoint48H
Dialister,carbohydrate,RDC:timepoint48H,4.383413658685289,0.35650398250284904,0.41197256800611654,Dialister||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,2.6362368442684145,0.5071818482701311,0.25,Dialister||carbohydrateRDC:timepoint48H
Dialister,carbohydrate,RDC:timepoint48H,4.383413658685289,0.35650398250284904,0.41197256800611654,Dialister||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,1.826983185833838,0.9003090931053331,0.25,Dialister||carbohydrateSDC:timepoint48H
Escherichia,carbohydrate,SDC:timepoint48H,4.234863356986472,0.3693065843603133,0.4260146836984543,Escherichia||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-0.635435553286886,0.820691206337444,0.25,Escherichia||carbohydrateRDC
Escherichia,carbohydrate,SDC:timepoint48H,4.234863356986472,0.3693065843603133,0.4260146836984543,Escherichia||carbohydrate||SDC:timepoint48H,carbohydrateSDC,0.35711798717650667,1,0.25,Escherichia||carbohydrateSDC
Escherichia,carbohydrate,SDC:timepoint48H,4.234863356986472,0.3693065843603133,0.4260146836984543,Escherichia||carbohydrate||SDC:timepoint48H,timepoint48H,11.817822766700338,2.61061922658216e-10,0.25,Escherichia||timepoint48H
Escherichia,carbohydrate,SDC:timepoint48H,4.234863356986472,0.3693065843603133,0.4260146836984543,Escherichia||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,2.6329091589177276,0.4951891627676879,0.25,Escherichia||carbohydrateRDC:timepoint48H
Escherichia,carbohydrate,SDC:timepoint48H,4.234863356986472,0.3693065843603133,0.4260146836984543,Escherichia||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.7690346579847502,0.8885028307381596,0.25,Escherichia||carbohydrateSDC:timepoint48H
Turicibacter,obesity_group,obesity,-1.2648528520611078,0.3879338772198314,0.4456017221486097,Turicibacter||obesity_group||obesity,obesity_groupobesity,-1.86947523378409,0.8268325865736101,0.25,Turicibacter||obesity_groupobesity
Faecalibacterium,carbohydrate,RDC:timepoint48H,2.8973208369806276,0.4246872251995762,0.47429760925419107,Faecalibacterium||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-0.63648269973518945,0.8159841187673448,0.25,Faecalibacterium||carbohydrateRDC
Faecalibacterium,carbohydrate,RDC:timepoint48H,2.8973208369806276,0.4246872251995762,0.47429760925419107,Faecalibacterium||carbohydrate||RDC:timepoint48H,carbohydrateSDC,0.6039094276657173,1,0.25,Faecalibacterium||carbohydrateSDC
Faecalibacterium,carbohydrate,RDC:timepoint48H,2.8973208369806276,0.4246872251995762,0.47429760925419107,Faecalibacterium||carbohydrate||RDC:timepoint48H,timepoint48H,0.17756030839345777,0.9977386119387548,0.25,Faecalibacterium||timepoint48H
Faecalibacterium,carbohydrate,RDC:timepoint48H,2.8973208369806276,0.4246872251995762,0.47429760925419107,Faecalibacterium||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,3.4972147316237803,0.4305260959024649,0.25,Faecalibacterium||carbohydrateRDC:timepoint48H
Faecalibacterium,carbohydrate,RDC:timepoint48H,2.8973208369806276,0.4246872251995762,0.47429760925419107,Faecalibacterium||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,3.466028242258904,0.7687246558235907,0.25,Faecalibacterium||carbohydrateSDC:timepoint48H
Ruminiclostridium,timepoint,48H,1.903514793949382,0.4305438235999171,0.47993769013069915,Ruminiclostridium||timepoint||48H,timepoint48H,1.2893942300660477,0.8574171507833477,0.25,Ruminiclostridium||timepoint48H
Ruminiclostridium,timepoint,48H,1.903514793949382,0.4305438235999171,0.47993769013069915,Ruminiclostridium||timepoint||48H,carbohydrateRDC:timepoint48H,1.64605789896775,0.6289164436763669,0.25,Ruminiclostridium||carbohydrateRDC:timepoint48H
Ruminiclostridium,timepoint,48H,1.903514793949382,0.4305438235999171,0.47993769013069915,Ruminiclostridium||timepoint||48H,carbohydrateSDC:timepoint48H,1.2967733171901383,0.9193522562875672,0.25,Ruminiclostridium||carbohydrateSDC:timepoint48H
Escherichia,carbohydrate,RDC:timepoint48H,4.046117968719665,0.44276014507114,0.4928495602044833,Escherichia||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-0.635435553286886,0.820691206337444,0.25,Escherichia||carbohydrateRDC
Escherichia,carbohydrate,RDC:timepoint48H,4.046117968719665,0.44276014507114,0.4928495602044833,Escherichia||carbohydrate||RDC:timepoint48H,carbohydrateSDC,0.35711798717650667,1,0.25,Escherichia||carbohydrateSDC
Escherichia,carbohydrate,RDC:timepoint48H,4.046117968719665,0.44276014507114,0.4928495602044833,Escherichia||carbohydrate||RDC:timepoint48H,timepoint48H,11.817822766700338,2.61061922658216e-10,0.25,Escherichia||timepoint48H
Escherichia,carbohydrate,RDC:timepoint48H,4.046117968719665,0.44276014507114,0.4928495602044833,Escherichia||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,2.6329091589177276,0.4951891627676879,0.25,Escherichia||carbohydrateRDC:timepoint48H
Escherichia,carbohydrate,RDC:timepoint48H,4.046117968719665,0.44276014507114,0.4928495602044833,Escherichia||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,1.7690346579847502,0.8885028307381596,0.25,Escherichia||carbohydrateSDC:timepoint48H
Faecalibacterium,carbohydrate,SDC:timepoint48H,2.791412964788724,0.455561682517572,0.5082739468553485,Faecalibacterium||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-0.63648269973518945,0.8159841187673448,0.25,Faecalibacterium||carbohydrateRDC
Faecalibacterium,carbohydrate,SDC:timepoint48H,2.791412964788724,0.455561682517572,0.5082739468553485,Faecalibacterium||carbohydrate||SDC:timepoint48H,carbohydrateSDC,0.6039094276657173,1,0.25,Faecalibacterium||carbohydrateSDC
Faecalibacterium,carbohydrate,SDC:timepoint48H,2.791412964788724,0.455561682517572,0.5082739468553485,Faecalibacterium||carbohydrate||SDC:timepoint48H,timepoint48H,0.17756030839345777,0.9977386119387548,0.25,Faecalibacterium||timepoint48H
Faecalibacterium,carbohydrate,SDC:timepoint48H,2.791412964788724,0.455561682517572,0.5082739468553485,Faecalibacterium||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,3.4972147316237803,0.4305260959024649,0.25,Faecalibacterium||carbohydrateRDC:timepoint48H
Faecalibacterium,carbohydrate,SDC:timepoint48H,2.791412964788724,0.455561682517572,0.5082739468553485,Faecalibacterium||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,3.466028242258904,0.7687246558235907,0.25,Faecalibacterium||carbohydrateSDC:timepoint48H
Akkermansia,timepoint,48H,2.5153129789230126,0.47504021305502286,0.08657177746667029,Akkermansia||timepoint||48H,timepoint48H,6.963327683566087,3.935216905232225e-4,0.25,Akkermansia||timepoint48H
Akkermansia,timepoint,48H,2.5153129789230126,0.47504021305502286,0.08657177746667029,Akkermansia||timepoint||48H,carbohydrateRDC:timepoint48H,-0.2706832776280569,0.964342369319102,0.25,Akkermansia||carbohydrateRDC:timepoint48H
Akkermansia,timepoint,48H,2.5153129789230126,0.47504021305502286,0.08657177746667029,Akkermansia||timepoint||48H,carbohydrateSDC:timepoint48H,-1.8929204410936495,1,0.25,Akkermansia||carbohydrateSDC:timepoint48H
Dorea,carbohydrate,RDC:timepoint48H,1.9697977047067932,0.5494940060226796,0.6096924079406629,Dorea||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.4509986427343262,0.7064618251521337,0.25,Dorea||carbohydrateRDC
Dorea,carbohydrate,RDC:timepoint48H,1.9697977047067932,0.5494940060226796,0.6096924079406629,Dorea||carbohydrate||RDC:timepoint48H,carbohydrateSDC,0.00782676549188774,1,0.25,Dorea||carbohydrateSDC
Dorea,carbohydrate,RDC:timepoint48H,1.9697977047067932,0.5494940060226796,0.6096924079406629,Dorea||carbohydrate||RDC:timepoint48H,timepoint48H,-1.723312225546493,0.963319121714049,0.25,Dorea||timepoint48H
Dorea,carbohydrate,RDC:timepoint48H,1.9697977047067932,0.5494940060226796,0.6096924079406629,Dorea||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,2.9418636462937378,0.4405240049858738,0.25,Dorea||carbohydrateRDC:timepoint48H
