feature,effect,ancom_lfc,ancom_se,ancom_q
Sutterella,(Intercept),-0.6995666982263269,0.6920834915019356,0.8420348558127668
Terrisporobacter,(Intercept),0.6244775471204063,0.49548743006574,0.7354807262116696
Turicibacter,(Intercept),0.7173137913758157,0.49128149152880035,0.7186205354570478
f__Christensenellaceae,(Intercept),0.00313568268102996,0.4144321049833943,0.9940087479185569
f__Coriobacteriaceae,(Intercept),-0.4848461334435287,0.5470152253906363,0.8956723909122984
f__Defluviitaleaceae,(Intercept),-0.35285818694665644,0.3727736716128337,0.8860424525560515
f__Erysipelotrichaceae,(Intercept),0.7520726427475546,0.40771961573837334,0.39690019508285146
f__Family XIII,(Intercept),0.36985646130249955,0.3675456595568801,0.8420348558127668
f__Lachnospiraceae,(Intercept),0.4591748632840115,0.3972168304402027,0.7488001648847963
f__Prevotellaceae,(Intercept),-1.1068222438593256,0.8152057342031346,0.7354807262116696
f__Ruminococcaceae,(Intercept),0.2688944482168028,0.3717836114241878,0.9605858793945383
g__*Soleaferrea,(Intercept),-0.13888264733230357,0.38412715538833986,0.965165334306134
o__Clostridiales,(Intercept),-0.29893829398396116,0.6125321282509171,0.9605858793945383
Acetanaerobacterium,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Actinomyces,carb_timeNo Added Carb_48H,-0.7640874213575493,0.4062042442919039,0.19140689780562004
Adlercreutzia,carb_timeNo Added Carb_48H,-0.7368025660249776,0.44456577982714474,0.2502305849059519
Akkermansia,carb_timeNo Added Carb_48H,1.4258660156005567,0.5983290280618165,0.09181296181221263
Alistipes,carb_timeNo Added Carb_48H,1.7237007498187327,0.6766677629853509,0.06969119353056072
Anaerococcus,carb_timeNo Added Carb_48H,-1.213698745357931,0.6308556826238385,0.19140689780562004
Anaerofilum,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Anaerostipes,carb_timeNo Added Carb_48H,-2.263401354906033,0.4641138895160058,3.166497551386966e-5
Anaerotruncus,carb_timeNo Added Carb_48H,1.2747003664422045,0.6510256693603379,0.18675462230556394
Bacteroides,carb_timeNo Added Carb_48H,3.874041604896773,0.5973746879247689,9.101053369752202e-8
Barnesiella,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Bifidobacterium,carb_timeNo Added Carb_48H,-1.0069438284010228,0.47776274372253597,0.1599871414080943
Bilophila,carb_timeNo Added Carb_48H,1.8219921059120097,0.9337303109125404,0.19098834718658705
Blautia,carb_timeNo Added Carb_48H,-1.4384094693741056,0.3839182464508625,0.0021980443909039842
Butyricimonas,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Carnobacterium,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Catenibacterium,carb_timeNo Added Carb_48H,-1.7837792847162621,0.7397523186689904,0.09495099020068544
Clostridium,carb_timeNo Added Carb_48H,2.5157870726357157,0.5109229069609075,3.166497551386966e-5
Collinsella,carb_timeNo Added Carb_48H,-0.17658071070042686,0.4944249917607124,1
Coprococcus,carb_timeNo Added Carb_48H,-0.43786794382693284,0.4515379641386579,0.6200285646260789
Dialister,carb_timeNo Added Carb_48H,-0.089613824927285,0.6156389253377705,1
Dielma,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Dorea,carb_timeNo Added Carb_48H,-2.1716533965944547,0.4272148642425792,1.9294066534963315e-5
Eggerthella,carb_timeNo Added Carb_48H,1.8800905745947418,0.4461866820122388,4.404215590454213e-4
Eisenbergiella,carb_timeNo Added Carb_48H,-1.0292302003834344,0.730413205085295,0.36447587244616675
Enterococcus,carb_timeNo Added Carb_48H,-2.94803695561277,1.4069053569294785,0.17371219466562324
Erysipelatoclostridium,carb_timeNo Added Carb_48H,0.844908737106772,0.47765120572998615,0.22773201547020994
Escherichia,carb_timeNo Added Carb_48H,1.7458339008541892,0.972250123709575,0.22048975217327108
Eubacterium,carb_timeNo Added Carb_48H,-2.2818126752435446,0.43013729036143616,9.962148331859767e-6
Faecalibacterium,carb_timeNo Added Carb_48H,-0.7755338037591722,0.5565800121795971,0.36447587244616675
Faecalitalea,carb_timeNo Added Carb_48H,-0.5124147563152138,0.6005933900399963,0.6908559165006298
Finegoldia,carb_timeNo Added Carb_48H,3.3425382346380883,0.9758185521440131,0.011754555807760015
Flavonifractor,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Fusicatenibacter,carb_timeNo Added Carb_48H,-1.842520365945409,0.5450409924862759,0.006153522010528427
Gordonibacter,carb_timeNo Added Carb_48H,0.5180172602418904,0.3776328596549924,0.36447587244616675
Holdemanella,carb_timeNo Added Carb_48H,-0.35269218975237654,0.7313627184234909,1
Holdemania,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Hungatella,carb_timeNo Added Carb_48H,-0.17666284682320488,1.0451071933068055,1
Intestinibacter,carb_timeNo Added Carb_48H,0.486256956471918,0.5314987162335459,0.6423632913481016
Intestinimonas,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Lachnoclostridium,carb_timeNo Added Carb_48H,0.5707288476509476,0.4325244002084495,0.385940667462526
Lactobacillus,carb_timeNo Added Carb_48H,-0.54766313913307485,1.255396911498832,1
Lactococcus,carb_timeNo Added Carb_48H,-0.7789315069519541,0.462850246745635,0.2502305849059519
Marvinbryantia,carb_timeNo Added Carb_48H,-1.53647289311997,0.4432934819809592,0.0056900396237321476
Megasphaera,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Methanobrevibacter,carb_timeNo Added Carb_48H,-0.751364640867378,0.7891217547667774,0.6295084203065413
Negativicoccus,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Odoribacter,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Other,carb_timeNo Added Carb_48H,-0.15452128821209274,0.4098696666207544,1
Paenibacillus,carb_timeNo Added Carb_48H,-0.6866892932562877,0.48689690348756526,0.36447587244616675
Parabacteroides,carb_timeNo Added Carb_48H,3.4620833907070305,0.7227539220874828,5.842258440061739e-5
Paraclostridium,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Parasutterella,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Peptococcus,carb_timeNo Added Carb_48H,-1.1632909951845736,0.8924283224404664,0.3966160596659369
Peptoniphilus,carb_timeNo Added Carb_48H,0.6785297851996137,1.2623979894493542,0.9997140745787064
Phascolarctobacterium,carb_timeNo Added Carb_48H,2.03286574709125,0.6667105852442735,0.024596672001032768
Robinsoniella,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Romboutsia,carb_timeNo Added Carb_48H,-0.9631739696192776,0.47443451382609986,0.17371219466562324
Roseburia,carb_timeNo Added Carb_48H,0.05805101828251528,0.5034513464751393,1
Ruminiclostridium,carb_timeNo Added Carb_48H,0.05209661721835092,0.43861140495069884,1
Ruminococcus,carb_timeNo Added Carb_48H,-1.4325844279323998,0.6007012243353211,0.09181296181221263
Senegalimassilia,carb_timeNo Added Carb_48H,0.16142768937206864,0.5213289403914972,1
Slackia,carb_timeNo Added Carb_48H,0.8817388820160338,0.5310688571846033,0.2502305849059519
Solobacterium,carb_timeNo Added Carb_48H,-0.05485199221711858,0.9733989967850507,1
Streptococcus,carb_timeNo Added Carb_48H,-0.8524914151791121,0.5212281597366639,0.2502305849059519
Subdoligranulum,carb_timeNo Added Carb_48H,-0.15047946549986987,0.41861800772150004,1
Succiniclasticum,carb_timeNo Added Carb_48H,0.2599856058855088,0.5813300781445062,1
Sutterella,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
Terrisporobacter,carb_timeNo Added Carb_48H,-0.944511413314255,0.4675461403222319,0.17387938126627692
Turicibacter,carb_timeNo Added Carb_48H,-0.9483826950209768,0.4816537135500321,0.1835576103299255
f__Christensenellaceae,carb_timeNo Added Carb_48H,-0.13982065118840944,0.41919694607754626,1
f__Coriobacteriaceae,carb_timeNo Added Carb_48H,-0.22402361538520013,0.6101655396912253,1
f__Defluviitaleaceae,carb_timeNo Added Carb_48H,0.390357118272906,0.38690593401877443,0.6200285646260789
f__Erysipelotrichaceae,carb_timeNo Added Carb_48H,-1.5100200440844185,0.4199567491455777,0.0036018360263812463
f__Family XIII,carb_timeNo Added Carb_48H,-0.7433376709816422,0.440521372566326,0.2502305849059519
f__Lachnospiraceae,carb_timeNo Added Carb_48H,-0.6072286332087692,0.4322275039258649,0.36447587244616675
f__Prevotellaceae,carb_timeNo Added Carb_48H,1.1225618967132043,0.8441674729085474,0.39062368666270453
f__Ruminococcaceae,carb_timeNo Added Carb_48H,0.11228860669547751,0.419940019162848,1
g__*Soleaferrea,carb_timeNo Added Carb_48H,0,0.4681175019057118,1
o__Clostridiales,carb_timeNo Added Carb_48H,-0.30478637801132236,0.5792768478214145,0.9997140745787064
Acetanaerobacterium,carb_timeRDC_0H,0,0.41486775666312026,1
Actinomyces,carb_timeRDC_0H,-0.03197131666284983,0.2858922327975343,1
Adlercreutzia,carb_timeRDC_0H,0.06521211494545777,0.3335677854030929,1
Akkermansia,carb_timeRDC_0H,-0.15303788624214396,0.5368572467797365,1
Alistipes,carb_timeRDC_0H,-0.32308444230604005,0.6827070271544774,1
Anaerococcus,carb_timeRDC_0H,-0.29282786650433534,0.6262378835570979,1
Anaerofilum,carb_timeRDC_0H,0,0.41486775666312026,1
Anaerostipes,carb_timeRDC_0H,0.07983657278626843,0.3749840297469455,1
Anaerotruncus,carb_timeRDC_0H,0.08641874568896755,0.6304162964445263,1
Bacteroides,carb_timeRDC_0H,-0.11959058417098027,0.5769715753796262,1
Barnesiella,carb_timeRDC_0H,0,0.41486775666312026,1
Bifidobacterium,carb_timeRDC_0H,0.11530187118515993,0.3957310400435026,1
Bilophila,carb_timeRDC_0H,-0.21081325321151012,1.423798458768115,1
Blautia,carb_timeRDC_0H,-0.04543673514935828,0.30828024482781996,1
Butyricimonas,carb_timeRDC_0H,0,0.41486775666312026,1
Carnobacterium,carb_timeRDC_0H,0,0.41486775666312026,1
Catenibacterium,carb_timeRDC_0H,-0.10806840922423255,0.5750903779270916,1
Clostridium,carb_timeRDC_0H,-0.11336311539802728,0.44097394226284553,1
Collinsella,carb_timeRDC_0H,-0.15692200905441256,0.4186384899250203,1
Coprococcus,carb_timeRDC_0H,0.007891958383034988,0.3615091542259858,1
Dialister,carb_timeRDC_0H,0.043957816317991054,0.4772796782638063,1
Dielma,carb_timeRDC_0H,0,0.41486775666312026,1
Dorea,carb_timeRDC_0H,-0.018063603763803022,0.34764195543830284,1
Eggerthella,carb_timeRDC_0H,0.11260311308028544,0.38072776873727093,1
Eisenbergiella,carb_timeRDC_0H,0.3370508142200221,0.7858749765211194,1
Enterococcus,carb_timeRDC_0H,-0.0315019180469843,1.3129260041174067,1
Erysipelatoclostridium,carb_timeRDC_0H,0.12854132973271293,0.36744170671093995,1
Escherichia,carb_timeRDC_0H,-0.5633925452713507,0.9860084307593445,1
Eubacterium,carb_timeRDC_0H,0.07327446430841265,0.3504144989103062,1
Faecalibacterium,carb_timeRDC_0H,-0.04859198978461131,0.45869245071286124,1
Faecalitalea,carb_timeRDC_0H,0.13516846054507894,0.4367191739536959,1
Finegoldia,carb_timeRDC_0H,2.6655407106839357,1.3795028848774753,1
Flavonifractor,carb_timeRDC_0H,0,0.41486775666312026,1
Fusicatenibacter,carb_timeRDC_0H,0.19733622291220432,0.43757656588789295,1
Gordonibacter,carb_timeRDC_0H,-0.21092907100659627,0.29246992649571535,1
Holdemanella,carb_timeRDC_0H,-0.17286046313381428,0.6416730728140327,1
Holdemania,carb_timeRDC_0H,0,0.41486775666312026,1
Hungatella,carb_timeRDC_0H,-0.001224363872151871,1.0344191486883356,1
Intestinibacter,carb_timeRDC_0H,0.09764124763590395,0.4480010946947827,1
Intestinimonas,carb_timeRDC_0H,0,0.41486775666312026,1
Lachnoclostridium,carb_timeRDC_0H,0.00985361834325444,0.35395095507802854,1
Lactobacillus,carb_timeRDC_0H,-0.11279045183356866,1.019315936170121,1
Lactococcus,carb_timeRDC_0H,-0.10703013955943558,0.32208422120271757,1
Marvinbryantia,carb_timeRDC_0H,0.17630618659533817,0.31318047120550957,1
Megasphaera,carb_timeRDC_0H,0,0.41486775666312026,1
Methanobrevibacter,carb_timeRDC_0H,0.8864431466476204,0.6470619553812538,1
Negativicoccus,carb_timeRDC_0H,0,0.41486775666312026,1
Odoribacter,carb_timeRDC_0H,0,0.41486775666312026,1
Other,carb_timeRDC_0H,-0.13983242185900752,0.35735585335265974,1
Paenibacillus,carb_timeRDC_0H,-0.023062765711383645,0.34545351103092603,1
Parabacteroides,carb_timeRDC_0H,-0.007157705401314831,0.7411218633141754,1
Paraclostridium,carb_timeRDC_0H,0,0.41486775666312026,1
Parasutterella,carb_timeRDC_0H,0,0.41486775666312026,1
Peptococcus,carb_timeRDC_0H,-0.09155277361660707,0.6482841413068319,1
Peptoniphilus,carb_timeRDC_0H,0.06621429671646141,1.3314530706076735,1
Phascolarctobacterium,carb_timeRDC_0H,-0.008052232200576314,0.662343229491695,1
Robinsoniella,carb_timeRDC_0H,0,0.41486775666312026,1
Romboutsia,carb_timeRDC_0H,0.015956117041432853,0.3926996513566881,1
Roseburia,carb_timeRDC_0H,0.07985788049232809,0.4161983344115464,1
Ruminiclostridium,carb_timeRDC_0H,-0.030759810700716286,0.3550342911250338,1
Ruminococcus,carb_timeRDC_0H,0.5872746623534599,0.4911705831945209,1
Senegalimassilia,carb_timeRDC_0H,-0.08253425199393803,0.4455070416220059,1
Slackia,carb_timeRDC_0H,0.11074575491395762,0.46718022302132395,1
Solobacterium,carb_timeRDC_0H,-0.4919702143003776,0.8778917351377474,1
Streptococcus,carb_timeRDC_0H,0.10414693381831354,0.4255902788975686,1
Subdoligranulum,carb_timeRDC_0H,0.1006847851858251,0.34202902413162717,1
Succiniclasticum,carb_timeRDC_0H,-0.24619184789553383,0.4511768424719923,1
Sutterella,carb_timeRDC_0H,0,0.41486775666312026,1
Terrisporobacter,carb_timeRDC_0H,0.27309400197576145,0.3857267932987756,1
Turicibacter,carb_timeRDC_0H,-0.0337957401119477,0.39370558027713287,1
f__Christensenellaceae,carb_timeRDC_0H,-0.051947580333319046,0.33479662591104853,1
f__Coriobacteriaceae,carb_timeRDC_0H,-0.14607781519363292,0.44753687204404097,1
f__Defluviitaleaceae,carb_timeRDC_0H,-0.18799281363413725,0.3160979329192501,1
f__Erysipelotrichaceae,carb_timeRDC_0H,-0.08700512178047376,0.3400757461979097,1
f__Family XIII,carb_timeRDC_0H,-0.04167275551400708,0.3370332585242554,1
f__Lachnospiraceae,carb_timeRDC_0H,-0.046827279888886283,0.3533596715765356,1
f__Prevotellaceae,carb_timeRDC_0H,0.8598812921438542,1.0229962242809607,1
f__Ruminococcaceae,carb_timeRDC_0H,-0.043755761039404845,0.3425432680768165,1
g__*Soleaferrea,carb_timeRDC_0H,0,0.41486775666312026,1
o__Clostridiales,carb_timeRDC_0H,-0.06245537402072842,0.48456417849667144,1
Acetanaerobacterium,carb_timeRDC_48H,0.12915364563583628,0.30061914555160746,0.8095824305960925
Actinomyces,carb_timeRDC_48H,-0.7000220132609546,0.3269245740589559,0.1242197354096428
Adlercreutzia,carb_timeRDC_48H,-1.2227975872242989,0.38716623726447746,0.012438018997841064
Akkermansia,carb_timeRDC_48H,0.9164213393414461,0.5357789105597569,0.2221796652384354
Alistipes,carb_timeRDC_48H,1.5119626085529478,0.639400604445881,0.08109017894935643
Anaerococcus,carb_timeRDC_48H,-1.2498619505574393,0.5982283107890835,0.1365615262197416
Anaerofilum,carb_timeRDC_48H,-0.14888521426691703,0.35869897686645175,0.8095824305960925
Anaerostipes,carb_timeRDC_48H,-1.8314421880293716,0.3976596073160873,8.93898304471321e-5
Anaerotruncus,carb_timeRDC_48H,1.2142114933179213,0.6183581693799549,0.15368619223614766
Bacteroides,carb_timeRDC_48H,3.668629475728624,0.5496074447798459,3.3538431180471587e-8
Barnesiella,carb_timeRDC_48H,0.10044376629355893,0.36380069378177526,0.8840826073108405
Bifidobacterium,carb_timeRDC_48H,0.34587669384941633,0.40594879646682563,0.5830465775488725
Bilophila,carb_timeRDC_48H,2.1932048592805464,0.904877206525371,0.08109017894935643
Blautia,carb_timeRDC_48H,-1.4720090978756557,0.3199847684687179,8.93898304471321e-5
Butyricimonas,carb_timeRDC_48H,-0.363330439827047,0.3621054231625036,0.5477089138805102
Carnobacterium,carb_timeRDC_48H,-0.8658265294904685,0.4090018473491117,0.1365615262197416
Catenibacterium,carb_timeRDC_48H,-1.5428522023045124,0.6123069157548223,0.0724599190237221
Clostridium,carb_timeRDC_48H,2.2107235560894236,0.44229567680019477,2.3625299800103103e-5
Collinsella,carb_timeRDC_48H,0.14758626036721162,0.4205205675208421,0.8296663980806357
Coprococcus,carb_timeRDC_48H,-0.5950063315835623,0.3779652071650886,0.28338711865490834
Dialister,carb_timeRDC_48H,0.6674070864005345,0.5678402204993459,0.47710667122726336
Dielma,carb_timeRDC_48H,-0.36423273520790544,0.42472853018849777,0.5872498191146196
Dorea,carb_timeRDC_48H,-1.5055035108816306,0.3611348451105838,3.744134544231939e-4
Eggerthella,carb_timeRDC_48H,1.3034189888374768,0.383423203042724,0.005469322127359871
Eisenbergiella,carb_timeRDC_48H,-1.3913345289574774,0.6969943386519656,0.1575222500970246
Enterococcus,carb_timeRDC_48H,-1.7010921090274747,1.3408772159061986,0.44657415471426937
Erysipelatoclostridium,carb_timeRDC_48H,0.9789861046488512,0.4267972305108051,0.09039330479386735
Escherichia,carb_timeRDC_48H,2.6011629433825876,0.91733912824116,0.025785918615877236
Eubacterium,carb_timeRDC_48H,-2.025286558257873,0.36574953325829035,3.10965908847644e-6
Faecalibacterium,carb_timeRDC_48H,0.1971212223594029,0.47272356569789276,0.8095824305960925
Faecalitalea,carb_timeRDC_48H,-1.1296258488204904,0.5307698121170616,0.1307524510393584
Finegoldia,carb_timeRDC_48H,3.0610905742929817,0.9351272504888513,0.015170176146046249
Flavonifractor,carb_timeRDC_48H,-0.4761397306145809,0.3880398799721702,0.47710667122726336
Fusicatenibacter,carb_timeRDC_48H,-1.97649382850969,0.45493498693719664,2.070566897705516e-4
Gordonibacter,carb_timeRDC_48H,-0.02689451338006263,0.3158628951701213,0.9813796802050005
Holdemanella,carb_timeRDC_48H,-0.6899360578697663,0.6292294751371112,0.5034562870372711
Holdemania,carb_timeRDC_48H,0.06021335661674839,0.3440097328721437,0.9247606505688237
Hungatella,carb_timeRDC_48H,-0.6092316763614396,1.0220814705832875,0.71449970178108
Intestinibacter,carb_timeRDC_48H,0.46930241081364177,0.46047477788925134,0.5267447447998395
Intestinimonas,carb_timeRDC_48H,0.3832886281399498,0.3983014822832122,0.5599684766976555
Lachnoclostridium,carb_timeRDC_48H,-0.020743289080105778,0.36720304997166825,0.9922018210901652
Lactobacillus,carb_timeRDC_48H,0.9331146099245565,0.9744248214630289,0.5477089138805102
Lactococcus,carb_timeRDC_48H,-0.5529357740197941,0.3868823262737531,0.3670980154198709
Marvinbryantia,carb_timeRDC_48H,-1.363453553283337,0.36391972513747217,0.002129579811440849
Megasphaera,carb_timeRDC_48H,1.2212699563801448,1.6724907863710814,0.6403918073901989
Methanobrevibacter,carb_timeRDC_48H,-0.8468916234332635,0.8237819415274195,0.5267447447998395
Negativicoccus,carb_timeRDC_48H,0.20414661727629732,0.465370677279879,0.8095824305960925
Odoribacter,carb_timeRDC_48H,-0.17260237950513396,0.3464055088585917,0.7762713785345878
Other,carb_timeRDC_48H,6.653162292189138e-4,0.35274934491700194,0.9984993243450201
Paenibacillus,carb_timeRDC_48H,-0.4829405578176708,0.4132030263891,0.47710667122726336
Parabacteroides,carb_timeRDC_48H,3.114076226432602,0.6839253804932947,1.3448014929664034e-4
Paraclostridium,carb_timeRDC_48H,0.897649053657321,0.8543185252233632,0.5267447447998395
Parasutterella,carb_timeRDC_48H,0.09241095885856226,0.3828576357796577,0.8929133731292208
Peptococcus,carb_timeRDC_48H,-1.1974577822636137,0.8690523972246729,0.41011335870965693
Peptoniphilus,carb_timeRDC_48H,0.04961380524740343,1.2364194434762523,0.9929708407518919
Phascolarctobacterium,carb_timeRDC_48H,1.9002027453794432,0.6209864280206816,0.020370693166583752
Robinsoniella,carb_timeRDC_48H,-0.6325412428514465,0.6012130733757369,0.5477089138805102
Romboutsia,carb_timeRDC_48H,-0.7186509424573403,0.4051798297386745,0.20630714716862011
Roseburia,carb_timeRDC_48H,0.07161288126167789,0.426922944887258,0.9247606505688237
Ruminiclostridium,carb_timeRDC_48H,-0.1345213454722377,0.37018009577005884,0.8296663980806357
Ruminococcus,carb_timeRDC_48H,-1.9221624420393284,0.5242491505599497,0.002479654023816879
Senegalimassilia,carb_timeRDC_48H,0.2589977160754101,0.4505332230493345,0.720425591497793
Slackia,carb_timeRDC_48H,0.5360325491769453,0.4815233502768741,0.5034562870372711
Solobacterium,carb_timeRDC_48H,0.21981438013835575,0.8428730003853471,0.8840826073108405
Streptococcus,carb_timeRDC_48H,-0.4825930568643579,0.44285679581789356,0.5034562870372711
Subdoligranulum,carb_timeRDC_48H,-0.32582747796610523,0.3523837765078218,0.5477089138805102
Succiniclasticum,carb_timeRDC_48H,0.5693504908217846,0.5529947148747475,0.5267447447998395
Sutterella,carb_timeRDC_48H,0.3319681094828415,0.45765404078816607,0.6403918073901989
Terrisporobacter,carb_timeRDC_48H,-0.5288412745362036,0.41087350683537727,0.43369009389145224
Turicibacter,carb_timeRDC_48H,-0.3482055203546178,0.4135012691544772,0.5830465775488725
f__Christensenellaceae,carb_timeRDC_48H,-0.6899044688340045,0.3555747557204752,0.15368619223614766
f__Coriobacteriaceae,carb_timeRDC_48H,0.430979205878911,0.5429796584153825,0.602481790218624
f__Defluviitaleaceae,carb_timeRDC_48H,-0.20846590513837882,0.3406400497507765,0.71449970178108
f__Erysipelotrichaceae,carb_timeRDC_48H,-1.8000838837815198,0.35696916103720394,2.3625299800103103e-5
f__Family XIII,carb_timeRDC_48H,-0.7626851842105681,0.38052653059184594,0.14325144182610755
f__Lachnospiraceae,carb_timeRDC_48H,-0.8530314610806794,0.3652337748897987,0.08109017894935643
f__Prevotellaceae,carb_timeRDC_48H,1.0775348090228998,0.8073136565105957,0.4310250023720378
f__Ruminococcaceae,carb_timeRDC_48H,-0.6152687511495737,0.35618693204373814,0.2201488024190914
