feature,effect,maaslin_coef,maaslin_q,maaslin_joint_q,aldex_est,aldex_q,ancom_lfc,ancom_se,ancom_q,dir_maaslin,dir_aldex,dir_ancom,concordant_maaslin_aldex,concordant_all3
Erysipelatoclostridium,timepoint48H,4.628143766283849,0.00238112201779064,0.00245584682067949,0.8860858713225639,0.9051067140072516,0.844908737106772,0.47765120572998615,0.22773201547020994,1,1,1,TRUE,TRUE
Prevotella,timepoint48H,-11.754010046535146,0.00310141851948386,0.00321262017853378,NA,NA,NA,NA,NA,-1,NA,NA,FALSE,FALSE
Paraclostridium,timepoint48H,22.591554026693327,0.00337888772759027,0.00210407862462756,NA,NA,0,0.4681175019057118,1,1,NA,0,FALSE,FALSE
Eggerthella,timepoint48H,3.9867718441269058,0.00399600122698986,0.00432736354541409,6.001402855084357,2.696016409168944e-4,1.8800905745947418,0.4461866820122388,4.404215590454213e-4,1,1,1,TRUE,TRUE
Enterobacter,timepoint48H,24.333814875381343,0.00585905129123631,0.00634471373752673,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Bacteroides,timepoint48H,6.524628581838714,0.00858778793771199,4.173198894929027e-4,14.08098388665732,4.8238323058225063e-14,3.874041604896773,0.5973746879247689,9.101053369752202e-8,1,1,1,TRUE,TRUE
Paeniclostridium,timepoint48H,18.68123367368119,0.01777864091784086,0.01034005195383171,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Finegoldia,timepoint48H,6.477738072315534,0.03495136435627846,0.02887226695311359,NA,NA,3.3425382346380883,0.9758185521440131,0.011754555807760015,1,NA,1,FALSE,FALSE
Lactobacillus,carbohydrateSDC:timepoint48H,9.033656374681655,0.04265047898086835,0.04743275625182615,NA,NA,0.6753144565760274,1.0053605883860923,0.7435397890633874,1,NA,1,FALSE,FALSE
Christensenella,timepoint48H,15.118113657170705,0.04723873991332916,0.02945492286923316,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Bifidobacterium,carbohydrateSDC:timepoint48H,3.276407949966832,0.07453893945839182,0.08483796037425158,3.2602644794924425,0.6841605453394017,0.41227183216123775,0.40871825256449223,0.5401113881567909,1,1,1,TRUE,TRUE
f__Prevotellaceae,carbohydrateSDC:timepoint48H,11.7948712362758,0.07956800331348218,0.08657177746667029,NA,NA,1.898336937008821,0.7631960220940298,0.08763088493618018,1,NA,1,FALSE,FALSE
Paenibacillus,timepoint48H,2.8427980428410775,0.0891248783704603,0.01166538647309463,-3.5972692495310303,0.5482822017060631,-0.6866892932562877,0.48689690348756526,0.36447587244616675,1,-1,-1,FALSE,FALSE
Terrisporobacter,obesity_groupobesity,-1.7111599303123417,0.12102821199038534,0.12534074753176389,-3.5876865962945628,0.25971388350978125,-0.7917448805910966,0.518298240072716,0.984922689747989,-1,-1,-1,TRUE,TRUE
Fusicatenibacter,carbohydrateSDC:timepoint48H,3.776598994136799,0.12493994496465824,0.12948065064404163,4.30843911795709,0.5812375885148636,-0.3385437170883567,0.4520415365842507,0.6994611397559239,1,1,-1,TRUE,FALSE
Bifidobacterium,carbohydrateRDC:timepoint48H,3.0155901908511544,0.12919080573337732,0.13465271566056938,4.316423836297224,0.22046229369499945,0.34587669384941633,0.40594879646682563,0.5830465775488725,1,1,1,TRUE,TRUE
Carnobacterium,carbohydrateRDC,-1.968961630982112,0.12919080573337732,0.08657177746667029,NA,NA,0,0.41486775666312026,1,-1,NA,0,FALSE,FALSE
Lachnoclostridium,timepoint48H,2.68765676278415,0.12919080573337732,0.1394013270289033,2.645337631136192,0.19105077001265663,0.5707288476509476,0.4325244002084495,0.385940667462526,1,1,1,TRUE,TRUE
Sutterella,carbohydrateSDC,3.582176195545365,0.12919080573337732,0.08657177746667029,NA,NA,-0.6891579233498498,1.7512963877634429,1,1,NA,-1,FALSE,FALSE
Turicibacter,carbohydrateSDC:timepoint48H,3.3764061601880244,0.13891039291774174,0.14983675946303948,1.715152572405218,0.895166603958311,-0.4417503940086218,0.41663463233794357,0.5401113881567909,1,1,-1,TRUE,FALSE
Lachnospira,timepoint48H,4.5685054385161425,0.1461004764190403,0.15753512908672468,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Carnobacterium,carbohydrateSDC,-1.8569886811215688,0.17008493301952685,0.11561386653484408,NA,NA,-4.058005643891157,0.909355295970295,0.21131346811941787,-1,NA,-1,FALSE,FALSE
Paraclostridium,carbohydrateRDC,3.988196549141153,0.17008493301952685,0.11561386653484408,NA,NA,0,0.41486775666312026,1,1,NA,0,FALSE,FALSE
Sutterella,carbohydrateRDC,3.6083202114007937,0.18843456527531297,0.12534074753176389,NA,NA,0,0.41486775666312026,1,1,NA,0,FALSE,FALSE
Escherichia,timepoint48H,4.353042902984831,0.1956847311210567,0.00120335854817557,11.817822766700338,2.61061922658216e-10,1.7458339008541892,0.972250123709575,0.22048975217327108,1,1,1,TRUE,TRUE
Enterobacter,carbohydrateSDC,5.596263951976778,0.20157365260348264,0.23125545031634623,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Intestinibacter,timepoint48H,2.5203259511572793,0.21578102522043596,0.24687834146417656,2.2807168162025393,0.39533891425001205,0.486256956471918,0.5314987162335459,0.6423632913481016,1,1,1,TRUE,TRUE
Roseburia,timepoint48H,2.4816060827166173,0.24046912904985715,0.27007281572886527,1.7464600314298329,0.6749679522544921,0.05805101828251528,0.5034513464751393,1,1,1,1,TRUE,TRUE
Parabacteroides,timepoint48H,5.48385740368631,0.2412022043101733,3.2714522387865074e-5,12.56756271872181,9.657723116599884e-12,3.4620833907070305,0.7227539220874828,5.842258440061739e-5,1,1,1,TRUE,TRUE
Lactobacillus,carbohydrateRDC:timepoint48H,6.603746903250076,0.2528195142350246,0.2873740237784625,NA,NA,0.9331146099245565,0.9744248214630289,0.5477089138805102,1,NA,1,FALSE,FALSE
Gordonibacter,timepoint48H,2.1604395078353025,0.2550857161416294,0.28964501697685874,0.764813938251037,0.9201531783786882,0.5180172602418904,0.3776328596549924,0.36447587244616675,1,1,1,TRUE,TRUE
f__Ruminococcaceae,timepoint48H,2.0110227902607427,0.26072542924805586,0.29570448924234316,1.8722250090311263,0.45210850544925374,0.11228860669547751,0.419940019162848,1,1,1,1,TRUE,TRUE
Solobacterium,carbohydrateSDC:timepoint48H,8.3885494245362,0.2663988092033872,0.301792099057697,NA,NA,0.19345985515216438,0.8410141424051272,0.8857574743847673,1,NA,1,FALSE,FALSE
Dorea,carbohydrateSDC:timepoint48H,2.3757329995399923,0.30643221862699993,0.345956856548648,1.4621106924372826,0.8973515722021589,-1.5402794365446129,0.3653612245393764,3.9685492244278007e-4,1,1,-1,TRUE,FALSE
Turicibacter,carbohydrateRDC:timepoint48H,2.8191386816438233,0.3128740633762838,0.3605971398381945,2.776835618289368,0.45785440340536776,-0.3482055203546178,0.4135012691544772,0.5830465775488725,1,1,-1,TRUE,FALSE
Varibaculum,obesity_groupobesity,2.489527949694653,0.3128740633762838,0.3605971398381945,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
f__Coriobacteriaceae,carbohydrateSDC:timepoint48H,4.248601065671028,0.3142000580587448,0.36169875988379024,1.2522262935231283,0.9205361321266584,0.9090168629488319,0.5389451708406997,0.26163552338443363,1,1,1,TRUE,TRUE
Faecalitalea,timepoint48H,4.011735308032374,0.3185781025963153,0.3654842409600996,NA,NA,-0.5124147563152138,0.6005933900399963,0.6908559165006298,1,NA,-1,FALSE,FALSE
Succiniclasticum,timepoint48H,3.040648212054404,0.3185781025963153,0.3654842409600996,NA,NA,0.2599856058855088,0.5813300781445062,1,1,NA,1,FALSE,FALSE
Paraclostridium,carbohydrateSDC,3.2697671580404384,0.3360362695278203,0.2501950895061524,NA,NA,-2.084796268677286,2.6962409101298923,1,1,NA,-1,FALSE,FALSE
Dialister,carbohydrateRDC:timepoint48H,4.383413658685289,0.35650398250284904,0.41197256800611654,2.6362368442684145,0.5071818482701311,0.6674070864005345,0.5678402204993459,0.47710667122726336,1,1,1,TRUE,TRUE
Escherichia,carbohydrateSDC:timepoint48H,4.234863356986472,0.3693065843603133,0.4260146836984543,1.7690346579847502,0.8885028307381596,2.627333281247714,0.9167975788459374,0.02692432632468599,1,1,1,TRUE,TRUE
Enterobacter,carbohydrateRDC,4.705300856899119,0.377398638300544,0.4342036016116298,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Turicibacter,obesity_groupobesity,-1.2648528520611078,0.3879338772198314,0.4456017221486097,-1.86947523378409,0.8268325865736101,-0.8482588643187435,0.5066331950904932,0.984922689747989,-1,-1,-1,TRUE,TRUE
Faecalibacterium,carbohydrateRDC:timepoint48H,2.8973208369806276,0.4246872251995762,0.47429760925419107,3.4972147316237803,0.4305260959024649,0.1971212223594029,0.47272356569789276,0.8095824305960925,1,1,1,TRUE,TRUE
Ruminiclostridium,timepoint48H,1.903514793949382,0.4305438235999171,0.47993769013069915,1.2893942300660477,0.8574171507833477,0.05209661721835092,0.43861140495069884,1,1,1,1,TRUE,TRUE
Escherichia,carbohydrateRDC:timepoint48H,4.046117968719665,0.44276014507114,0.4928495602044833,2.6329091589177276,0.4951891627676879,2.6011629433825876,0.91733912824116,0.025785918615877236,1,1,1,TRUE,TRUE
Faecalibacterium,carbohydrateSDC:timepoint48H,2.791412964788724,0.455561682517572,0.5082739468553485,3.466028242258904,0.7687246558235907,0.23253369128044946,0.4702454759465186,0.7810783984839001,1,1,1,TRUE,TRUE
Phascolarctobacterium,timepoint48H,5.829138249856228,0.455561682517572,0.3605971398381945,NA,NA,2.03286574709125,0.6667105852442735,0.024596672001032768,1,NA,1,FALSE,FALSE
Akkermansia,timepoint48H,2.5153129789230126,0.47504021305502286,0.08657177746667029,6.963327683566087,3.935216905232225e-4,1.4258660156005567,0.5983290280618165,0.09181296181221263,1,1,1,TRUE,TRUE
Peptococcus,carbohydrateRDC:timepoint48H,3.340123016554901,0.49180164058086145,0.5493739480257606,NA,NA,-1.1974577822636137,0.8690523972246729,0.41011335870965693,1,NA,-1,FALSE,FALSE
Dorea,carbohydrateRDC:timepoint48H,1.9697977047067932,0.5494940060226796,0.6096924079406629,2.9418636462937378,0.4405240049858738,-1.5055035108816306,0.3611348451105838,3.744134544231939e-4,1,1,-1,TRUE,FALSE
Collinsella,carbohydrateRDC:timepoint48H,2.405306640538989,0.5520626845307391,0.6119384090904728,4.624053917753281,0.3774297936792237,0.14758626036721162,0.4205205675208421,0.8296663980806357,1,1,1,TRUE,TRUE
Enterococcus,carbohydrateSDC:timepoint48H,8.297952375366167,0.5577335287842633,0.6175018503950624,NA,NA,-1.9365623106681589,1.3572755269747288,0.39193512717930606,1,NA,-1,FALSE,FALSE
Lactococcus,obesity_groupobesity,1.253801717699337,0.5665188248524641,0.6317727165839195,0.5636300577108061,1,0.03364634682524827,0.3493184469365795,0.984922689747989,1,1,1,TRUE,TRUE
Blautia,carbohydrateSDC:timepoint48H,1.9237935078158204,0.5864586629776709,0.4342036016116298,1.7209294021416175,0.8893020353334591,-1.0510094470457207,0.3248487438807389,0.009121700071404974,1,1,-1,TRUE,FALSE
Clostridium,carbohydrateSDC:timepoint48H,2.3069359094335136,0.5864586629776709,0.6562340789897076,0.5259839102344607,0.962559428100742,2.5938678567493634,0.4472670479597719,6.655498564927711e-7,1,1,1,TRUE,TRUE
Collinsella,carbohydrateSDC:timepoint48H,2.3245614307710407,0.5864586629776709,0.6562340789897076,3.325460580729446,0.8299822847377112,0.13517951057281088,0.4241461478844082,0.8667580237422499,1,1,1,TRUE,TRUE
Varibaculum,timepoint48H,4.499941385929484,0.5864586629776709,0.6562340789897076,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Catenibacterium,carbohydrateSDC:timepoint48H,5.78241768849575,0.6107390053107731,0.6750085916050858,NA,NA,-0.7132787500707518,0.5837546665417636,0.4679904587725748,1,NA,-1,FALSE,FALSE
Paraclostridium,obesity_groupobesity,3.2869179022974317,0.6133542184540332,0.4516752957710074,NA,NA,1.1909002975763072,0.8380123879138773,0.984922689747989,1,NA,1,FALSE,FALSE
Succiniclasticum,carbohydrateSDC:timepoint48H,2.262694037329179,0.6395189051028478,0.7093404816207732,NA,NA,0.7355077522722148,0.5358611426177732,0.4126450537386114,1,NA,1,FALSE,FALSE
Anaerostipes,carbohydrateSDC:timepoint48H,2.220292167786062,0.6425968993123812,0.7093404816207732,1.7820084053281144,0.8933976710546789,-1.7319501416182266,0.3957449467184037,2.8905397216823735e-4,1,1,-1,TRUE,FALSE
f__Prevotellaceae,carbohydrateSDC,-5.721666833958871,0.6425968993123812,0.7093404816207732,NA,NA,1.0171184863988032,0.9415764968472438,1,-1,NA,1,FALSE,FALSE
o__Clostridiales,carbohydrateSDC:timepoint48H,2.282850754783833,0.6504478923335467,0.7093404816207732,1.13175708157002,0.9261753279658907,-0.025277505389885734,0.5141335299145148,0.973038398906654,1,1,-1,TRUE,FALSE
Romboutsia,carbohydrateSDC:timepoint48H,1.9384512522386612,0.6504478923335467,0.7093404816207732,1.135573465381078,0.9031752628952152,-0.7964477195770466,0.40737810126431967,0.1798883865593724,1,1,-1,TRUE,FALSE
Streptococcus,carbohydrateSDC:timepoint48H,1.7726930713507834,0.6504478923335467,0.7093404816207732,1.5430284948564257,0.8927253286770757,-0.6541232390602318,0.44466685526053523,0.35640092666829554,1,1,-1,TRUE,FALSE
Terrisporobacter,carbohydrateSDC:timepoint48H,2.5943446126142975,0.6504478923335467,0.7093404816207732,0.6451103422808073,0.944707929370032,-0.6348280801982947,0.41309605932024107,0.3278020235722956,1,1,-1,TRUE,FALSE
Enterorhabdus,obesity_groupobesity,0.9529706311913638,0.6559128270276983,0.7138995662391346,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Peptococcus,carbohydrateSDC:timepoint48H,2.8174717848163175,0.6559128270276983,0.7138995662391346,NA,NA,-0.9565856010025742,0.8153666315215162,0.48815873894696976,1,NA,-1,FALSE,FALSE
Subdoligranulum,timepoint48H,1.50662570791827,0.663387947874255,0.4516752957710074,2.0987719111824,0.3342152489269948,-0.15047946549986987,0.41861800772150004,1,1,1,-1,TRUE,FALSE
Eubacterium,carbohydrateSDC:timepoint48H,1.8354944121108043,0.6664397966311089,0.7336816609722983,1.1834203035294086,0.9109752405480444,-1.9902504592937396,0.36723107481744166,2.8158433818745237e-6,1,1,-1,TRUE,FALSE
Eubacterium,timepoint48H,-1.5185706878010241,0.6664397966311089,0.4516752957710074,-1.8415032743858992,0.9609672137643908,-2.2818126752435446,0.43013729036143616,9.962148331859767e-6,-1,-1,-1,TRUE,TRUE
Parvimonas,timepoint48H,6.341846312386047,0.6664397966311089,0.7336816609722983,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Sutterella,obesity_groupobesity,2.461942000151352,0.6752661105118788,0.522356307371651,NA,NA,0.46602855667108034,0.8847963675657665,0.984922689747989,1,NA,1,FALSE,FALSE
Other,timepoint48H,1.8532932682736376,0.6766563070373702,0.7066646855143218,3.195474936441849,0.13997667883493034,-0.15452128821209274,0.4098696666207544,1,1,1,-1,TRUE,FALSE
Coprococcus,carbohydrateSDC:timepoint48H,2.0169774025059417,0.7049250583836,0.7602481283341215,2.3278108931923183,0.8801781968214366,-0.6921745081535652,0.37834030269721936,0.2113830779646383,1,1,-1,TRUE,FALSE
f__Prevotellaceae,carbohydrateRDC:timepoint48H,6.83946726331293,0.7146269476612555,0.768987234496543,NA,NA,1.0775348090228998,0.8073136565105957,0.4310250023720378,1,NA,1,FALSE,FALSE
Anaerostipes,carbohydrateRDC:timepoint48H,2.1124452119849977,0.7171627815412153,0.00495632892964878,1.6959283258888034,0.5659774049784525,-1.8314421880293716,0.3976596073160873,8.93898304471321e-5,1,1,-1,TRUE,FALSE
Peptoclostridium,carbohydrateRDC:timepoint48H,5.182520004346097,0.7244957201579774,0.7827650266541312,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Akkermansia,carbohydrateSDC:timepoint48H,2.4305888149729395,0.7334873762718519,0.3442407045374946,-1.8929204410936495,1,1.0893269204041496,0.5410325101131652,0.16562387010884413,1,-1,1,FALSE,FALSE
Streptococcus,carbohydrateRDC:timepoint48H,1.6626061844728302,0.7334873762718519,0.24687834146417656,2.9289434408721355,0.4299829158208056,-0.4825930568643579,0.44285679581789356,0.5034562870372711,1,1,-1,TRUE,FALSE
Dorea,timepoint48H,-1.3554990149610593,0.7488653614433056,0.817015471843703,-1.723312225546493,0.963319121714049,-2.1716533965944547,0.4272148642425792,1.9294066534963315e-5,-1,-1,-1,TRUE,TRUE
Marvinbryantia,carbohydrateSDC:timepoint48H,2.425988673722557,0.7496476011537221,0.8170812517524795,2.4146059630455583,0.8703025223048524,-1.3328376576260883,0.35784565884062336,0.0028907692631376094,1,1,-1,TRUE,FALSE
Succiniclasticum,carbohydrateSDC,-1.5294309526150982,0.7562629948345764,0.8223576274531329,NA,NA,-0.20620405899786734,0.4227705866460071,1,-1,NA,-1,FALSE,FALSE
Romboutsia,carbohydrateRDC:timepoint48H,1.7731043139360203,0.7603428538299839,0.824378019428919,2.3090126188831017,0.4638482909408044,-0.7186509424573403,0.4051798297386745,0.20630714716862011,1,1,-1,TRUE,FALSE
Megasphaera,obesity_groupobesity,-2.31748364943252,0.7632114098567345,0.824378019428919,NA,NA,-1.2459884261195324,0.9868440909975372,0.984922689747989,-1,NA,-1,FALSE,FALSE
Actinomyces,timepoint48H,1.7539439399863572,0.7750299084346873,9.71944177645804e-4,-3.20621112829282,0.4734096286884457,-0.7640874213575493,0.4062042442919039,0.19140689780562004,1,-1,-1,FALSE,FALSE
Anaerostipes,timepoint48H,-1.5878584901241934,0.7750299084346873,5.019835426270812e-5,-2.812642144772165,0.6726374014175993,-2.263401354906033,0.4641138895160058,3.166497551386966e-5,-1,-1,-1,TRUE,TRUE
Eggerthella,obesity_groupobesity,1.0875062283109893,0.7750299084346873,0.8377788498778611,0.4245582051770599,1,0.24603540304770793,0.4473891340076958,0.984922689747989,1,1,1,TRUE,TRUE
f__Christensenellaceae,carbohydrateSDC:timepoint48H,1.9703771978506175,0.7750299084346873,0.7800800608111963,-1.031070656713004,0.9991022691597377,-0.5681827682907713,0.366956155250748,0.3278020235722956,1,-1,-1,FALSE,FALSE
Other,obesity_groupobesity,1.114650575172817,0.7750299084346873,0.8377788498778611,-0.44792620260299326,0.983921060382816,-0.1757251584615622,0.27910401538698293,0.984922689747989,1,-1,-1,FALSE,FALSE
Peptococcus,obesity_groupobesity,4.735080306796588,0.7750299084346873,0.8377788498778611,NA,NA,0.7104015223817995,0.7012234656274261,0.984922689747989,1,NA,1,FALSE,FALSE
Peptoniphilus,carbohydrateSDC,-5.501880612731753,0.7750299084346873,0.838915484989437,NA,NA,-0.49463388604417485,1.2697333576748018,1,-1,NA,-1,FALSE,FALSE
Peptoniphilus,carbohydrateSDC:timepoint48H,5.698350744678494,0.7750299084346873,0.838915484989437,NA,NA,-0.359713585830504,1.251270325044316,0.8667580237422499,1,NA,-1,FALSE,FALSE
Solobacterium,carbohydrateRDC:timepoint48H,5.529964819998747,0.7750299084346873,0.8377788498778611,NA,NA,0.21981438013835575,0.8428730003853471,0.8840826073108405,1,NA,1,FALSE,FALSE
Blautia,obesity_groupobesity,0.6190136815532001,0.7858750532584254,0.6573119259572299,-0.08545766173592083,1,0.22006577261431046,0.2880688127410483,0.984922689747989,1,-1,1,FALSE,FALSE
f__Defluviitaleaceae,carbohydrateRDC:timepoint48H,2.3577859569387205,0.7903030949075822,0.8627825599519173,NA,NA,-0.20846590513837882,0.3406400497507765,0.71449970178108,1,NA,-1,FALSE,FALSE
Faecalitalea,obesity_groupobesity,1.1861616959903831,0.7903030949075822,0.865550273268001,NA,NA,0.332490318911884,0.42679605879355625,0.984922689747989,1,NA,1,FALSE,FALSE
f__Coriobacteriaceae,carbohydrateRDC:timepoint48H,2.7688922148016832,0.7931125037066246,0.8675317713382021,1.6207565620884663,0.630505744829326,0.430979205878911,0.5429796584153825,0.602481790218624,1,1,1,TRUE,TRUE
Alistipes,timepoint48H,2.742222003153625,0.797895959431209,1.6229138382439526e-4,9.729978717561671,1.9885518994525755e-7,1.7237007498187327,0.6766677629853509,0.06969119353056072,1,1,1,TRUE,TRUE
Collinsella,obesity_groupobesity,1.1143470078364626,0.8006980492249359,0.8770115394723557,0.805189577814633,1,0.3898821169490817,0.5941588648977821,0.984922689747989,1,1,1,TRUE,TRUE
f__Lachnospiraceae,carbohydrateSDC:timepoint48H,1.5891963411886938,0.8006980492249359,0.8770115394723557,1.0343045501690615,0.9145953095074776,-0.4557884445768571,0.3692012253805619,0.4679904587725748,1,1,-1,TRUE,FALSE
Finegoldia,carbohydrateRDC,3.863365010162646,0.8006980492249359,0.8770115394723557,NA,NA,2.6655407106839357,1.3795028848774753,1,1,NA,1,FALSE,FALSE
Holdemanella,carbohydrateSDC:timepoint48H,3.270520510831,0.8006980492249359,0.8770115394723557,2.784919980490193,0.8365238965038158,-0.37478838306416096,0.6245354973200224,0.7584890556281446,1,1,-1,TRUE,FALSE
Peptoclostridium,carbohydrateRDC,-4.464726440336137,0.8006980492249359,0.8770115394723557,NA,NA,NA,NA,NA,-1,NA,NA,FALSE,FALSE
Actinomyces,obesity_groupobesity,0.6696289215450367,0.8203467285084257,0.900983315964842,-0.8225926754299335,0.8652815361849143,0.07471780973137802,0.28217147245853647,0.984922689747989,1,-1,1,FALSE,FALSE
Holdemania,carbohydrateRDC,0.9465292955822278,0.8203467285084257,0.7093404816207732,-0.7512463535764098,0.8079843905216302,0,0.41486775666312026,1,1,-1,0,FALSE,FALSE
Holdemania,carbohydrateSDC,0.9457996516333316,0.8203467285084257,0.7093404816207732,0.2517854860140298,1,-1.221429734927623,0.5952315363586315,1,1,1,-1,TRUE,FALSE
Lachnospira,carbohydrateRDC,2.098432871235914,0.8203467285084257,0.900983315964842,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Ruminococcus,carbohydrateRDC,1.501696777752552,0.8203467285084257,0.8988444752487175,-1.6498324634487624,0.7169738165848577,0.5872746623534599,0.4911705831945209,1,1,-1,1,FALSE,FALSE
Streptococcus,obesity_groupobesity,0.9566135283191668,0.8203467285084257,0.8923285564544978,0.1684806251505576,1,0.38017706114629746,0.5113620978701746,0.984922689747989,1,1,1,TRUE,TRUE
Tyzzerella,obesity_groupobesity,1.700637607569865,0.8203467285084257,0.7093404816207732,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Peptoclostridium,carbohydrateSDC,-4.183089304647122,0.8285791876764491,0.9102978385389846,NA,NA,NA,NA,NA,-1,NA,NA,FALSE,FALSE
Senegalimassilia,carbohydrateSDC:timepoint48H,2.3734363700427465,0.8285791876764491,0.908694438998525,2.1651213292671683,0.8306056128155955,-0.12489116861346242,0.44549349355873497,0.8667580237422499,1,1,-1,TRUE,FALSE
Negativicoccus,carbohydrateRDC,0.9328561120747556,0.845571382532665,0.7388323064155701,NA,NA,0,0.41486775666312026,1,1,NA,0,FALSE,FALSE
Other,carbohydrateSDC:timepoint48H,1.956909308139747,0.845571382532665,0.9351153347637488,1.501369195919134,0.9018409437288062,0.3634889408794327,0.36295900654467006,0.5401113881567909,1,1,1,TRUE,TRUE
Paenibacillus,carbohydrateSDC,0.8748185230352977,0.845571382532665,0.9351153347637488,-0.43991115308917783,1,0.05438926806611691,0.34471142699319435,1,1,-1,1,FALSE,FALSE
Solobacterium,carbohydrateSDC,-3.701352181821001,0.845571382532665,0.9351153347637488,NA,NA,-0.05063866465109858,0.8281301336764875,1,-1,NA,-1,FALSE,FALSE
Finegoldia,obesity_groupobesity,1.429392680484648,0.8495443267134605,0.9351153347637488,NA,NA,1.1185365868937034,0.6788483857371366,0.984922689747989,1,NA,1,FALSE,FALSE
Odoribacter,obesity_groupobesity,3.305817164739886,0.8495443267134605,0.7555791230120602,NA,NA,0.3478428511221729,0.5144220670893839,0.984922689747989,1,NA,1,FALSE,FALSE
Peptoclostridium,carbohydrateSDC:timepoint48H,4.042760738329214,0.8495443267134605,0.9351153347637488,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Enterococcus,carbohydrateSDC,-5.342092990312005,0.8498661296468275,0.9351153347637488,NA,NA,-0.34044970473496133,1.1882159408762434,1,-1,NA,-1,FALSE,FALSE
f__Defluviitaleaceae,carbohydrateSDC,1.3701598792491234,0.8529226117095119,0.9380649629902746,NA,NA,-0.14615802216267848,0.2999302365400108,1,1,NA,-1,FALSE,FALSE
f__Family.XIII,carbohydrateSDC:timepoint48H,1.469266831370882,0.8529226117095119,0.9380649629902746,NA,NA,NA,NA,NA,1,NA,NA,FALSE,FALSE
Finegoldia,carbohydrateRDC:timepoint48H,-3.604622385405836,0.8529226117095119,0.9380649629902746,NA,NA,3.0610905742929817,0.9351272504888513,0.015170176146046249,-1,NA,1,FALSE,FALSE
Paenibacillus,carbohydrateSDC:timepoint48H,-1.5252506017130325,0.8529226117095119,0.9380649629902746,1.7427696009148106,0.902329965449975,-0.5613386991672361,0.41633307564510463,0.4126450537386114,-1,1,-1,FALSE,FALSE
Paeniclostridium,carbohydrateRDC,-2.024513525846368,0.8529226117095119,0.7602481283341215,NA,NA,NA,NA,NA,-1,NA,NA,FALSE,FALSE
Ruminiclostridium,obesity_groupobesity,0.6813954075153551,0.8529226117095119,0.9380649629902746,0.6538241934499823,1,0.12717374035673526,0.3288848392997037,0.984922689747989,1,1,1,TRUE,TRUE
Senegalimassilia,timepoint48H,1.803187496308629,0.8529226117095119,0.9380649629902746,1.8089557155757785,0.5404031670431548,0.16142768937206864,0.5213289403914972,1,1,1,1,TRUE,TRUE
