taxon,lfc_(Intercept),lfc_carb_timeNo Added Carb_48H,lfc_carb_timeRDC_0H,lfc_carb_timeRDC_48H,lfc_carb_timeSDC_0H,lfc_carb_timeSDC_48H,lfc_obesity_groupobesity,se_(Intercept),se_carb_timeNo Added Carb_48H,se_carb_timeRDC_0H,se_carb_timeRDC_48H,se_carb_timeSDC_0H,se_carb_timeSDC_48H,se_obesity_groupobesity,W_(Intercept),W_carb_timeNo Added Carb_48H,W_carb_timeRDC_0H,W_carb_timeRDC_48H,W_carb_timeSDC_0H,W_carb_timeSDC_48H,W_obesity_groupobesity,p_(Intercept),p_carb_timeNo Added Carb_48H,p_carb_timeRDC_0H,p_carb_timeRDC_48H,p_carb_timeSDC_0H,p_carb_timeSDC_48H,p_obesity_groupobesity,q_(Intercept),q_carb_timeNo Added Carb_48H,q_carb_timeRDC_0H,q_carb_timeRDC_48H,q_carb_timeSDC_0H,q_carb_timeSDC_48H,q_obesity_groupobesity,diff_(Intercept),diff_carb_timeNo Added Carb_48H,diff_carb_timeRDC_0H,diff_carb_timeRDC_48H,diff_carb_timeSDC_0H,diff_carb_timeSDC_48H,diff_obesity_groupobesity,passed_ss_(Intercept),passed_ss_carb_timeNo Added Carb_48H,passed_ss_carb_timeRDC_0H,passed_ss_carb_timeRDC_48H,passed_ss_carb_timeSDC_0H,passed_ss_carb_timeSDC_48H,passed_ss_obesity_groupobesity
Barnesiella,-0.18158407793164857,0,0,0.10044376629355893,0,0.07564552393729414,-0.5219056738687649,0.47377143721308923,0.4681175019057118,0.41486775666312026,0.36380069378177526,0.4132764341113591,0.377750088324626,0.6566533225504525,-0.3832735865205337,0,0,0.2760955875301596,0,0.2002528292522512,-0.7947963650616652,0.7076415635228481,1,1,0.7880206642639671,1,0.8421293101246177,0.4305164620263129,0.965165334306134,1,1,0.8840826073108405,1,0.8982712641329255,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Bifidobacterium,0.154785957854917,-1.0069438284010228,0.11530187118515993,0.34587669384941633,0.10238077148250445,0.41227183216123775,-0.442183410840503,0.46221536431255084,0.47776274372253597,0.3957310400435026,0.40594879646682563,0.3932506953899173,0.40871825256449223,0.4464795433878714,0.33487843504537956,-2.107623169934348,0.2913642335776461,0.8520204933719555,0.26034479451076753,1.0086944480077624,-0.9903777617340103,0.7392472399124869,0.035997106816821216,0.7709998382315576,0.39496577510063724,0.7947992358365423,0.31403437403043755,0.33914510719153645,0.965165334306134,0.1599871414080943,1,0.5830465775488725,1,0.5401113881567909,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Bilophila,-1.7262008338042987,1.8219921059120097,-0.21081325321151012,2.1932048592805464,-0.2418787606939061,1.770011790344327,-0.15104797177859036,0.8658298697609141,0.9337303109125404,1.423798458768115,0.904877206525371,1.0338089935974228,0.9105475386501439,0.4602420273366137,-1.9936951751052006,1.9513044447827397,-0.14806397065066915,2.4237596476788403,-0.2339685204829012,1.9438982757213423,-0.32819247875447993,0.05188549866440255,0.05729650415597611,0.8829653837236464,0.019441225399344977,0.8161982363874133,0.058122725033589256,0.7478470073423585,0.3773490811956549,0.19098834718658705,1,0.08109017894935643,1,0.19374241677863085,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Blautia,0.6429910396405158,-1.4384094693741056,-0.04543673514935828,-1.4720090978756557,-0.0017279716476142197,-1.0510094470457207,0.22006577261431046,0.33749662200942077,0.3839182464508625,0.30828024482781996,0.3199847684687179,0.3053256752890323,0.3248487438807389,0.2880688127410483,1.9051777046306781,-3.7466556556545614,-0.14738776133623324,-4.600247395899287,-0.005659437733097484,-3.235380979129092,0.7639347367051936,0.06047985928830313,2.1980443909039844e-4,0.8829380924217838,6.528670334746898e-6,0.9954887062135355,0.001368255010710746,0.4572699876601328,0.39690019508285146,0.0021980443909039842,1,8.93898304471321e-5,1,0.009121700071404974,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Butyricimonas,0.0235663870467907,0,0,-0.363330439827047,0,-0.1957133159439841,-0.052461243515113054,0.3679824991512302,0.4681175019057118,0.41486775666312026,0.3621054231625036,0.4132764341113591,0.36266310370673277,0.40011207962080925,0.06404214086579589,0,0,-1.0033830387124405,0,-0.5396559891084137,-0.13111637010517446,0.9500175914572611,1,1,0.3527714079823878,1,0.5934950843767912,0.8965992564642009,0.9926337278728866,1,1,0.5477089138805102,1,0.7783542090187425,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Carnobacterium,0.7299436667056912,0,0,-0.8658265294904685,-4.058005643891157,-0.8048123783518311,0.03630700566380999,0.6472664475717477,0.4681175019057118,0.41486775666312026,0.4090018473491117,0.909355295970295,0.4129620302252845,0.7241621217814271,1.1277328980114931,0,0,-2.116925718312037,-4.4625083967440995,-1.948877425638331,0.050136571040881484,0.2873091529945851,1,1,0.04147378526082311,0.0026414183514927234,0.08164918246332183,0.9602996225042894,0.8208832942702431,1,1,0.1365615262197416,0.21131346811941787,0.2332833784666338,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Catenibacterium,0.7004137542265683,-1.7837792847162621,-0.10806840922423255,-1.5428522023045124,-0.31067349402992894,-0.7132787500707518,0.4942473934424054,0.8482716161862729,0.7397523186689904,0.5750903779270916,0.6123069157548223,0.5469569308725432,0.5837546665417636,0.9318935174826144,0.8256951439393247,-2.4113196264470678,-0.18791552314570836,-2.5197366918558464,-0.5680035785163583,-1.2218810246028615,0.5303689575795619,0.4194595492318277,0.020177085417645655,0.8517810371378182,0.015397732792540947,0.5729685740238489,0.22814534865163022,0.6079412396747008,0.9321323316262838,0.09495099020068544,1,0.0724599190237221,1,0.4679904587725748,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Clostridium,-1.217062118309325,2.5157870726357157,-0.11336311539802728,2.2107235560894236,0.12628197775046587,2.5938678567493634,-0.3107952757069503,0.54230370762451,0.5109229069609075,0.44097394226284553,0.44229567680019477,0.44013901068056205,0.4472670479597719,0.5516419113061449,-2.2442445094843726,4.9240052429831795,-0.25707440856098573,4.99829338618679,0.28691384922959495,5.799371692105208,-0.5634004040249004,0.03055646374720045,1.668062346589643e-6,0.7973635332588107,1.1812649900051551e-6,0.7744507968488566,2.3021447575908042e-8,0.582218729657804,0.2716130110862262,3.166497551386966e-5,1,2.3625299800103103e-5,1,6.655498564927711e-7,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Collinsella,-0.23715667849727431,-0.17658071070042686,-0.15692200905441256,0.14758626036721162,-0.1331236006963996,0.13517951057281088,0.3898821169490817,0.5502799895842007,0.4944249917607124,0.4186384899250203,0.4205205675208421,0.4164614106204359,0.4241461478844082,0.5941588648977821,-0.43097456383335553,-0.35714357818280934,-0.37483894298041703,0.3509608608142498,-0.31965410792340815,0.31870974485344405,0.6561917022245494,0.6695472415610013,0.7213316082081859,0.7081477985812382,0.7259580983205562,0.7495395788893311,0.750253144556663,0.5224550266451224,0.9605858793945383,1,1,0.8296663980806357,1,0.8667580237422499,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Coprococcus,0.3567756899121909,-0.43786794382693284,0.007891958383034988,-0.5950063315835623,-0.1577292530481469,-0.6921745081535652,-0.11961983768865087,0.43061729781903946,0.4515379641386579,0.3615091542259858,0.3779652071650886,0.35863658398432,0.37834030269721936,0.42126499102711334,0.8285215009224283,-0.9697256456878401,0.021830590707812576,-1.5742357240931808,-0.4398024632507736,-1.8295024432210785,-0.2839539013128008,0.41228340425122056,0.3332653534865174,0.9826033839534251,0.11689718644514968,0.6605231014941593,0.06869950033850744,0.7806870079289352,0.9321323316262838,0.6200285646260789,1,0.28338711865490834,1,0.2113830779646383,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
Dialister,-0.27386202757859845,-0.089613824927285,0.043957816317991054,0.6674070864005345,0.05745188251512243,0.22104943313060516,-0.2809154306451197,0.5251141233289812,0.6156389253377705,0.4772796782638063,0.5678402204993459,0.4706255930846119,0.5506605035202337,0.49711797323282525,-0.5215285885712606,-0.14556231134689596,0.09210074997933244,1.175343102349516,0.12207555933914836,0.40142598155758746,-0.5650880591145976,0.6052649242912149,0.884710233748743,0.9269329868369536,0.24400512370184615,0.9032396687438448,0.6893797693324869,0.5855631820227503,0.9605858793945383,1,1,0.47710667122726336,1,0.8110350227441022,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Dielma,0.1912777754741018,0,0,-0.36423273520790544,0,-0.42941352142737826,-0.6259223921437833,0.439228396283308,0.4681175019057118,0.41486775666312026,0.42472853018849777,0.4132764341113591,0.4274592950261981,0.5387079692977255,0.4354859045832846,0,0,-0.85756597289627845,0,-1.004571725130133,-1.1618955497535204,0.6687693408945641,1,1,0.41107487338023374,1,0.3216263544358199,0.2525708764012725,0.9605858793945383,1,1,0.5872498191146196,1,0.5401113881567909,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Dorea,1.1077574353657156,-2.1716533965944547,-0.018063603763803022,-1.5055035108816306,6.430049641389602e-5,-1.5402794365446129,-0.4799509187816188,0.3694179207036822,0.4272148642425792,0.34764195543830284,0.3611348451105838,0.344369634242372,0.3653612245393764,0.30715621231297874,2.9986564627282144,-5.083281454742072,-0.05196036750233051,-4.168812650633664,1.8671941431584084e-4,-4.215771497061564,-1.5625629550756728,0.0034910204517538553,7.235274950611243e-7,0.95860180932766,4.212151362260931e-5,0.9998511686041123,3.472480571374326e-5,0.1409337613817133,0.055856327228061685,1.9294066534963315e-5,1,3.744134544231939e-4,1,3.9685492244278007e-4,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Eggerthella,-1.095753114000187,1.8800905745947418,0.11260311308028544,1.3034189888374768,0.09113660445367293,1.3739867446137464,0.24603540304770793,0.4531967816024472,0.4461866820122388,0.38072776873727093,0.383423203042724,0.37700869637228684,0.3866110676659808,0.4473891340076958,-2.4178307492073112,4.21368599823688,0.29575755257817704,3.3994264783507107,0.2417360801769882,3.5539250154132307,0.5499360273767304,0.020229496844448056,3.8536886416474366e-5,0.7677354135841188,8.203983191039807e-4,0.8092436935917091,4.772145752642396e-4,0.5911485628772231,0.20229496844448056,4.404215590454213e-4,1,0.005469322127359871,1,0.003817716602113917,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Eisenbergiella,0.4945324594403966,-1.0292302003834344,0.3370508142200221,-1.3913345289574774,-0.5266841682605917,-1.2852099742669145,0.04793736314357981,0.7629065603027395,0.730413205085295,0.7858749765211194,0.6969943386519656,0.7293765722375951,0.7041483180901879,0.5827221987703697,0.6482215321941318,-1.409106781226997,0.42888604967683974,-1.9961920087448817,-0.722101844654566,-1.8251978187673579,0.0822645220050562,0.5212383776864162,0.17122784701468932,0.6716827989455821,0.05710181566017142,0.47660618256547926,0.08010163644667312,0.9359017865154304,0.9605858793945383,0.36447587244616675,1,0.1575222500970246,1,0.2332833784666338,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Enterococcus,1.4985660621678532,-2.94803695561277,-0.0315019180469843,-1.7010921090274747,-0.34044970473496133,-1.9365623106681589,-0.019473706548850528,1.286282419633027,1.4069053569294785,1.3129260041174067,1.3408772159061986,1.1882159408762434,1.3572755269747288,0.8905874084090848,1.165036573068759,-2.0954053100250873,-0.023993673632933303,-1.2686412214692109,-0.28652174493122734,-1.426801170566023,-0.021866137298794396,0.2520576946361155,0.042719045371549726,0.9809859290509065,0.21212272348927796,0.7762191568267938,0.16167323996146374,0.9832006633781902,0.7488001648847963,0.17371219466562324,1,0.44657415471426937,1,0.39193512717930606,0.9942846871926483,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Erysipelatoclostridium,-0.7648193676313596,0.844908737106772,0.12854132973271293,0.9789861046488512,0.26806168880633613,1.095937499453614,0.3352323933524699,0.4194443510902821,0.47765120572998615,0.36744170671093995,0.4267972305108051,0.36704376357117835,0.4253424619601826,0.39301704734856996,-1.8234108187256006,1.7688822449752062,0.34982781590940676,2.2937967602956753,0.7303262319408751,2.5766002632396656,0.8529716347269527,0.07441878657803465,0.07970620541457347,0.7271963044128575,0.02372824250839018,0.46690518957842564,0.011312902584987012,0.4082330674818784,0.39690019508285146,0.22773201547020994,1,0.09039330479386735,1,0.056564512924935056,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
Escherichia,-1.4472428332206366,1.7458339008541892,-0.5633925452713507,2.6011629433825876,-0.27743634922993493,2.627333281247714,-0.5521155862998384,1.0308626989812422,0.972250123709575,0.9860084307593445,0.91733912824116,0.9726704362306624,0.9167975788459374,0.8015622237886018,-1.403914250317608,1.7956633362956453,-0.5713871481174568,2.8355521565616306,-0.2852316045556696,2.865772490973411,-0.6887994093462285,0.16338340297091772,0.07441529135847899,0.5685351618886492,0.0051571837231754476,0.7758361848532405,0.004711757106820048,0.5027755090918683,0.7186205354570478,0.22048975217327108,1,0.025785918615877236,1,0.02692432632468599,0.984922689747989,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Eubacterium,1.2154410941481877,-2.2818126752435446,0.07327446430841265,-2.025286558257873,0.019662546084185592,-1.9902504592937396,-0.31984319055533145,0.38950191380060384,0.43013729036143616,0.3504144989103062,0.36574953325829035,0.34715552078250056,0.36723107481744166,0.3499805289411093,3.120500955408408,-5.304847374023724,0.20910796937990955,-5.53735924203525,0.05663901308516003,-5.419613414477888,-0.9138885283791058,0.0028173874899709824,2.4905370829649417e-7,0.8345357738543674,7.7741477211911e-8,0.9548784133735677,1.407921690937262e-7,0.3771504730210854,0.055856327228061685,9.962148331859767e-6,1,3.10965908847644e-6,1,2.8158433818745237e-6,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Faecalibacterium,-0.2746376483819831,-0.7755338037591722,-0.04859198978461131,0.1971212223594029,0.025807794535115516,0.23253369128044946,0.5169869248068716,0.5312922084629347,0.5565800121795971,0.45869245071286124,0.47272356569789276,0.4561811676237498,0.4702454759465186,0.50756228534331,-0.5169239149516778,-1.393391402472648,-0.10593588298454383,0.4169904710978144,0.056573564116091116,0.49449426560117654,1.0185684392550696,0.6074616652155762,0.1648126474139457,0.915723606952916,0.6770646166390994,0.9549329834623486,0.6214154412736228,0.3263068083295608,0.9605858793945383,0.36447587244616675,1,0.8095824305960925,1,0.7810783984839001,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Faecalitalea,-0.06102585064382088,-0.5124147563152138,0.13516846054507894,-1.1296258488204904,-0.03303720402654026,-1.4883165994913106,0.332490318911884,0.48977489200080643,0.6005933900399963,0.4367191739536959,0.5307698121170616,0.4248001160071988,0.5094460756925691,0.42679605879355625,-0.12459979398805196,-0.8531808121982324,0.309508875741303,-2.128278253645953,-0.07777117468108317,-2.9214408953254,0.7790379317272739,0.9016231785798008,0.39724215198786217,0.7580802797344006,0.03759132967381554,0.938301994431669,0.005060124211917079,0.4571514958474847,0.9926337278728866,0.6908559165006298,1,0.1307524510393584,1,0.026987329130224422,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Finegoldia,-4.087658819048146,3.3425382346380883,2.6655407106839357,3.0610905742929817,1.5972362333191998,2.953628366240303,1.1185365868937034,1.0215933249532585,0.9758185521440131,1.3795028848774753,0.9351272504888513,1.2589637784873517,0.9367088286734215,0.6788483857371366,-4.0012583473322625,3.425368606995689,1.9322472898783998,3.2734481565933966,1.2686911733380315,3.1531979584555296,1.647697203668129,2.8248153803255135e-4,0.001763183371164002,0.06123229104192336,0.0026547808255580935,0.2140816572296625,0.0036144581505955713,0.1343028391769086,0.0075328410142013694,0.011754555807760015,1,0.015170176146046249,1,0.02224281938828044,0.984922689747989,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Flavonifractor,0.5739055067546766,0,0,-0.4761397306145809,0,-0.3987909623048572,-0.5045762920325085,0.40807608785505395,0.4681175019057118,0.41486775666312026,0.3880398799721702,0.4132764341113591,0.39144483750624637,0.42053954471363575,1.4063688704997686,0,0,-1.2270381349688313,0,-1.018766692250715,-1.1998307849410386,0.17067237717104888,1,1,0.24422959911703776,1,0.31113538664943713,0.23347946983295687,0.7186205354570478,1,1,0.47710667122726336,1,0.5401113881567909,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
